description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Treatment/medication code: piriton 10mg/1ml injection	20003#1140862632	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/10(271840)	0.482826037579718	-0.135463015775595	1.10110135946845	0.31545589230157	0.125786012998708	0.501925764200214	1.53093275463409	271840	0.00293629144388413
Date D72 first reported (other disorders of white blood cells)	130664	First occurrences	Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	DATE	LOGISTIC-BINARY	270791/1088(271879)	0.0465032914517545	-0.0130552019436224	0.106045786065834	0.0303834634077233	0.125866110962116	0.501925764200214	1.53060877801677	271879	0.00293545950744731
Treatment speciality of consultant (recoded): Nephrology	41246#1800	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	257153/3252(260405)	0.0270485938947778	-0.00759665559858055	0.0616884718557924	0.0176751021959804	0.125928011392591	0.501925764200214	1.53035851596398	260405	0.00299894319793442
Job coding: air transport/traffic manager, haulage contractor/manager, airport director/manager, shipping manager	22601#11612673	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55392/27(55419)	0.297166533664575	-0.0833333301427067	0.678147073940331	0.194258774673795	0.125991912484188	0.501925764200214	1.53010026578852	55419	0.00649963862955029
Diarrhoea when IBS symptoms first began	21074	Digestive health	Online follow-up > Digestive health	CAT-SIN	LOGISTIC-BINARY	4800/5272(10072)	0.0305855575616224	-0.00861426986946748	0.0698092750245863	0.0200063739723405	0.12627849219868	0.502579885503652	1.52894333433619	10072	0.0152344314697318
Usual length of each night shift during night shift periods	22652	Work environment	Online follow-up > Work environment > Employment history	INTEGER	ORDERED-LOGISTIC	1212	-0.0850362827748126	-0.194167422030669	0.0240948564810443	0.0556801758178564	0.126307555977112	0.502579885503652	-1.52882611717703	1212	-0.0439082732161663
Type of cancer: ICD10: C25.3 Pancreatic duct	40006#C253	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271867/12(271879)	-0.442331095406273	-1.0117055392415	0.123306090475105	0.289549103623697	0.12644004978522	0.502619961180819	-1.52829202220969	271879	-0.00293101638358084
Time employed in main current job	757	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	INTEGER	LINEAR	139576	-0.00401114431197591	-0.00915565947972284	0.00113337085577102	0.00262480086793748	0.126469087716132	0.502619961180819	-1.52817502581243	139576	-0.00409041339807733
Treatment/medication code: sandrena 0.5mg gel	20003#1141151368	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271786/54(271840)	-0.207773578688885	-0.474569054582759	0.0586414264247777	0.136025581391656	0.126626829008566	0.502945699658799	-1.52753983731754	271840	-0.00292978396767657
Treatment/medication code: rivotril 500mcg tablet	20003#1140872152	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271825/15(271840)	0.393593713073882	-0.112203912378163	0.898444720083409	0.257823266252196	0.126762677156651	0.503101573743712	1.52699330107308	271840	0.00292873573354832
Treatment/medication code: dianette tablet	20003#1140880234	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271799/41(271840)	-0.239070388245068	-0.546292114387665	0.0676872595691674	0.156630269433475	0.126817678600758	0.503101573743712	-1.52677215217498	271840	-0.00292831157901828
Number of jobs held	22599	Work environment	Online follow-up > Work environment > Employment history	INTEGER	ORDERED-LOGISTIC	55419	-0.0120696444636374	-0.0275691625156451	0.00342987358837035	0.00790806268598094	0.126936177985155	0.503268301146158	-1.52629594537829	55419	-0.00648347912173533
Ingredients in canned soup: Other ingredients	20108#6	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-MUL	LOGISTIC-BINARY	37926/95(38021)	-0.157035657857956	-0.358822366490712	0.0445692578189292	0.102907917566737	0.127011361220403	0.503268301146158	-1.52599399012168	38021	-0.00782598801738577
Keyed up or on edge during worst period of anxiety	20423	Mental health	Online follow-up > Mental health > Anxiety	CAT-SIN	LOGISTIC-BINARY	4332/17599(21931)	-0.0258457625026995	-0.0590604616692142	0.00736149664979611	0.0169446884848238	0.127166982955154	0.503572594820421	-1.52536941479271	21931	-0.0103001270429188
Doctor diagnosed asthma	22127	Work environment	Online follow-up > Work environment > Medical information	CAT-SIN	LOGISTIC-BINARY	49389/7207(56596)	0.0193537313631069	-0.00552280258866906	0.0442329577450439	0.0126930292408891	0.127307678566982	0.503572594820421	1.52480525597653	56596	0.00640944262540087
Date G59 first reported (mononeuropathy in diseases classified elsewhere)	131080	First occurrences	Health-related outcomes > First occurrences > Nervous system disorders	DATE	LOGISTIC-BINARY	271670/209(271879)	0.105599253386298	-0.0301924481006617	0.24130496554768	0.0692608169818116	0.127315777325398	0.503572594820421	1.52477279648466	271879	0.00292426713684029
Treatment speciality of consultant (recoded): Infectious diseases	41246#1660	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	257015/3293(260308)	0.0267454963297869	-0.00766186060913573	0.0611478965534287	0.017553832036029	0.127597186964423	0.504385068423392	1.52364591453599	260308	0.00298634532375475
Treatment/medication code: vitamin c+a+d tablet	20003#1140877612	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271815/25(271840)	0.304426909624668	-0.0881160416527955	0.696335382864979	0.200118836546342	0.128169117257881	0.506337321395871	1.5213616096759	271840	0.00291793437958663
Treatment/medication code: ginseng product	20003#1140911736	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271454/386(271840)	0.077460872480583	-0.022375436066886	0.177256046975743	0.0509273345370876	0.128243639787021	0.506337321395871	1.52106454869275	271840	0.00291736462873191
Fried potatoes intake	104020	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	0.0203143443836174	-0.00588134599223664	0.0465100347594714	0.0133653937431924	0.128491676480379	0.507015015933576	1.52007679282085	38021	0.0077956437986222
Symbol digit completion status	20245	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	CAT-SIN	LOGISTIC-BINARY	1225/55231(56456)	-0.0438615322735399	-0.100464571311887	0.0127441390390463	0.0288803037310658	0.128804474946485	0.507947296624968	-1.5188332469489	56456	-0.00639225163212627
Domestic garden percentage, buffer 300m	24504	Lifestyle and environment	Additional exposures > Local environment > Greenspace and coastal proximity	CONTINUOUS	LINEAR	234879	-0.00312687777781037	-0.00716343546063504	0.000909679905014303	0.00205950604942975	0.128946758151902	0.508206433405091	-1.51826836933817	234879	-0.00313275309404108
Usual length of each night shift during mixed shift periods	22642	Work environment	Online follow-up > Work environment > Employment history	INTEGER	ORDERED-LOGISTIC	11832	-0.0270982470969979	-0.0620972509579268	0.00790075676393089	0.0178569627488038	0.129102317734454	0.508517556559983	-1.51765133713497	11832	-0.0139520287580539
Treatment/medication code: atenolol+bendroflumethiazide	20003#1141194810	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271796/44(271840)	0.228641911832412	-0.0669483879992244	0.523877947048215	0.150723773423339	0.129234547428918	0.50873647169972	1.51712729765343	271840	0.00290981314148913
Job coding: civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser	22601#41113204	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	53304/2115(55419)	-0.0336094439151492	-0.0771052160188281	0.00988285094220502	0.022191241177691	0.129881959948769	0.510597476299239	-1.51456753103132	55419	-0.0064336606247994
Job code - historical: Civil Service executive officers	22617#4111	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	53304/2115(55419)	-0.0336094439151492	-0.0771052160188281	0.00988285094220502	0.022191241177691	0.129881959948769	0.510597476299239	-1.51456753103132	55419	-0.0064336606247994
OCT measured (left)	6072-1	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Retinal optical coherence tomography	CAT-SIN	MULTINOMIAL-LOGISTIC	34879/40776	-999	-999	-999	-999	0.129938095143802	0.510597476299239	-1.5143460484355	40776	-0.00749930914102521
Treatment/medication code: prednisolone product	20003#1141157402	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271751/89(271840)	0.160316755058857	-0.0474183666485196	0.36788423925025	0.105946489112714	0.13021745164223	0.511392441745255	1.51324494461551	271840	0.00290236694589119
Histology of cancer tumour: Glioblastoma, NOS	40011#9440	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271441/438(271879)	0.0724301537363417	-0.021430120495542	0.166251984621597	0.0478789678273559	0.130314084625786	0.511469296074123	1.51286448548642	271879	0.0029014291190824
Treatment/medication code: quinapril	20003#1140860728	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271721/119(271840)	0.138727318307677	-0.0411757176006319	0.318489379656232	0.0917529863032832	0.130535333909879	0.512034876572025	1.51199421625006	271840	0.00289996809953243
Date E88 first reported (other metabolic disorders)	130830	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	270718/1161(271879)	0.044472340198101	-0.0132055383573491	0.102134758754953	0.0294240858561922	0.130668419416901	0.51218756842961	1.51147128441358	271879	0.00289875720747486
Treatment/medication code: fusidic acid	20003#1140859220	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271814/26(271840)	0.295697172123368	-0.0882092315084158	0.678914637149264	0.195698460458625	0.130728603423197	0.51218756842961	1.51123493953102	271840	0.00289851183750653
Job coding: other work in this industry: factory hand, mate, assistant, handler, loader	22601#91392792	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55409/10(55419)	0.467726833728328	-0.139264392141205	1.0775616699521	0.310420515808319	0.131266147322129	0.513320690087146	1.50912771838099	55419	0.00641055405021658
Job code - historical: Rail travel assistants	22617#6215	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55360/59(55419)	0.196055605333356	-0.0586732130769881	0.450662546965874	0.129934979433407	0.131291645789613	0.513320690087146	1.50902792841448	55419	0.00641013017443731
Treatment/medication code: mesalazine	20003#1140865578	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271448/392(271840)	0.0762456367676769	-0.0228163793170082	0.175263383841584	0.050531480353981	0.131321238425443	0.513320690087146	1.5089121344816	271840	0.00289405679129071
Type of cancer: ICD10: D41.1 Renal pelvis	40006#D411	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271867/12(271879)	0.43373767506054	-0.130215047867718	0.997011671804347	0.287563120690861	0.131333511427642	0.513320690087146	1.50886411700947	271879	0.00289375712441577
Job code - historical: Occupational hygienists and safety officers (health and safety)	22617#3567	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55237/182(55419)	-0.112392160178817	-0.258484183056826	0.0335691811644662	0.0745047782829103	0.131404528018391	0.513320690087146	-1.50858633663659	55419	-0.00640825443412346
Degree bothered by headaches in the last 3 months	21051	Digestive health	Online follow-up > Digestive health	CAT-SIN	ORDERED-LOGISTIC	81592	0.0110014209247343	-0.00330304355641101	0.0253058854058795	0.00729833027238105	0.131699977593023	0.514172206638173	1.50743193752403	81592	0.00527731719141196
Treatment/medication code: anafranil 10mg capsule	20003#1140867690	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271818/22(271840)	0.320717706706841	-0.0968246120823559	0.737690220842736	0.212890348880806	0.13180914645858	0.514295887739915	1.5070058939269	271840	0.00289040069881285
Status of baby at birth: Stillbirth: intra-partum	41227#3	Maternity and sex-specific factors	Health-related outcomes > Hospital inpatient > Summary Maternity	CAT-MUL	LOGISTIC-BINARY	3027/11(3038)	0.476156410455706	-0.147206400749036	1.09821180503259	0.317714564044372	0.131932378947284	0.514474265025337	1.50652529391826	3038	0.0273314877326813
Type of cancer: ICD10: D04.6 Skin of upper limb, including shoulder	40006#D046	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271719/160(271879)	-0.119316056092414	-0.274802106930277	0.0359917476906821	0.079285603478549	0.132342356695594	0.515319953181991	-1.50492890225516	271879	-0.00288621008249312
Intended delivery places: NHS hospital: ward or unit without delivery facilities	41224#7	Maternity and sex-specific factors	Health-related outcomes > Hospital inpatient > Summary Maternity	CAT-MUL	LOGISTIC-BINARY	3132/14(3146)	0.398497206103793	-0.121382114721587	0.920287017945863	0.265736804574983	0.132389077502564	0.515319953181991	1.50474722173549	3146	0.0268266196217489
Treatment/medication code: cilostazol	20003#1141181150	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271814/26(271840)	0.294996478429111	-0.089656350921908	0.679068804137392	0.196106959393873	0.132433281864006	0.515319953181991	1.50457537248876	271840	0.00288573905658423
Date F23 first reported (acute and transient psychotic disorders)	130880	First occurrences	Health-related outcomes > First occurrences > Mental and behavioural disorders	DATE	LOGISTIC-BINARY	271681/198(271879)	0.10687769203213	-0.0323981961638115	0.246079703600815	0.0710415859580137	0.132459822228187	0.515319953181991	1.50447221529003	271879	0.0028853342380952
Treatment/medication code: co-beneldopa	20003#1140882110	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271812/28(271840)	-0.284939091505257	-0.656817744501611	0.0859912058200506	0.189495561189094	0.132638821697979	0.515714036092259	-1.50377689713954	271840	-0.00288420761298212
Date J61 first reported (pneumoconiosis due to asbestos and other mineral fibres)	131502	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	271377/502(271879)	0.0674568595799214	-0.0205229117361966	0.155404682863711	0.044880313104629	0.132816725105565	0.515831666105918	1.50308655622473	271879	0.00288267679034439
Treatment/medication code: zineryt topical solution	20003#1140880140	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271819/21(271840)	-0.328612170328349	-0.758016767224742	0.0993435388482754	0.218718382795747	0.132873093849689	0.515831666105918	-1.50286797088695	271840	-0.00288246432896539
PCT responsible for patient data: BRENT TEACHING PCT	41229#5K5	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271772/107(271879)	-0.145418865116317	-0.335296717615392	0.0442422219796931	0.0968229372041629	0.133112963081604	0.515831666105918	-1.50193861380101	271879	-0.00288047524080563
Date Q39 first reported (congenital malformations of oesophagus)	132502	First occurrences	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	DATE	LOGISTIC-BINARY	271680/199(271879)	0.106446928388671	-0.0325203448198212	0.245316782694768	0.0708781206456172	0.133124030054556	0.515831666105918	1.50189576686064	271879	0.00288039306798861
Type of bread roll eaten: mixed	20094#2	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-MUL	LOGISTIC-BINARY	36821/1200(38021)	-0.0441096491204813	-0.101690405221192	0.0134505878812178	0.0293732420622591	0.133166453666607	0.515831666105918	-1.50173154495852	38021	-0.00770156665468737
Size of rose wine glass drunk: medium (175ml)	20097#2	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	CAT-MUL	LOGISTIC-BINARY	37456/565(38021)	0.0635913762463421	-0.0194311068425155	0.146598521414734	0.0423552752925233	0.133251058903338	0.515831666105918	1.50140415875697	38021	0.00769988776796721
Job coding: hairdressing or beauty salon manager or proprietor/owner	22601#12333358	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55261/158(55419)	0.119733446942619	-0.036519213819928	0.276139689126078	0.0797613898551758	0.133290840345284	0.515831666105918	1.50125027714092	55419	0.00637709319518433
Job code - historical: Hairdressing and beauty salon managers and proprietors	22617#1233	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55261/158(55419)	0.119733446942619	-0.036519213819928	0.276139689126078	0.0797613898551758	0.133290840345284	0.515831666105918	1.50125027714092	55419	0.00637709319518433
Date N50 first reported (other disorders of male genital organs)	132092	First occurrences	Health-related outcomes > First occurrences > Genitourinary system disorders	DATE	LOGISTIC-BINARY	265112/6767(271879)	-0.0187884154621279	-0.0433462978238546	0.00576497442510293	0.0125286159940542	0.133704465547423	0.517130849556088	-1.49965240423914	271879	-0.00287609069708146
Type of cancer: ICD10: C16.1 Fundus of stomach	40006#C161	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271863/16(271879)	0.373593829106657	-0.115488164886487	0.862539077306149	0.249501330102795	0.134126824843721	0.518314658921115	1.49802473215035	271879	0.0028729691111201
Treatment speciality of consultant (recoded): Medical ophthalmology	41246#1760	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	260070/59(260129)	-0.195780264580019	-0.452178562304824	0.0601933373473646	0.130709519076298	0.134166729550471	0.518314658921115	-1.49787115398589	260129	-0.00293683716981007
Job coding: routine inspector, tester	22601#81332826	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55405/14(55419)	-0.40139877403713	-0.928116127954038	0.124225331580541	0.268459386967137	0.13468434444221	0.520011631217538	-1.49588224287634	55419	-0.0063542914874232
Methods of discharge from hospital (recoded): Discharged without clinical advice/consent: Self discharge	41250#2002	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	269902/186(270088)	0.109928332158869	-0.0342540097378583	0.254001918629166	0.0735360268455825	0.134910379001901	0.520581503160242	1.49501556884281	270088	0.00287668879610642
Date A97 first reported (dengue)	130168	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271867/12(271879)	-0.433302548122427	-1.00339182043136	0.133976904503184	0.29015041447342	0.135218295215504	0.521267705012094	-1.49383674348573	271879	-0.00286493729234048
Job coding: midwife	22601#32123074	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55036/383(55419)	0.0768206820124395	-0.0239626992786557	0.177684113094147	0.0514414586092824	0.135323829401211	0.521267705012094	1.4934331940531	55419	0.00634388870113429
Job code - historical: Midwives	22617#3212	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55036/383(55419)	0.0768206820124395	-0.0239626992786557	0.177684113094147	0.0514414586092824	0.135323829401211	0.521267705012094	1.4934331940531	55419	0.00634388870113429
Date K52 first reported (other non-infective gastro-enteritis and colitis)	131630	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	254176/17703(271879)	0.0116231877456972	-0.00363470176713973	0.0268804347147499	0.00778461663647627	0.135403980569499	0.52127390895578	1.49312686850198	271879	0.0028635758780883
Type of cancer: ICD10: D11.0 Parotid gland	40006#D110	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271855/24(271879)	-0.305519193370045	-0.707237758038504	0.0952659407508794	0.204724093177076	0.135611010303754	0.52143962622393	-1.49233628006606	271879	-0.00286205966973865
Date I86 first reported (varicose veins of other sites)	131408	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	270592/1287(271879)	-0.0418169332071611	-0.0967538645850502	0.0130997603218259	0.0280243988597208	0.135653493698571	0.52143962622393	-1.49217416320108	271879	-0.00286174875835282
Treatment/medication code: prazosin	20003#1140879794	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271799/41(271840)	-0.234094216455996	-0.541831298216774	0.0732775125798303	0.156918396370674	0.135699387397726	0.52143962622393	-1.49199907665055	271840	-0.00286161822468094
Histology of cancer tumour: Meningioma, malignant	40011#9530	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271485/394(271879)	-0.0752599241858184	-0.174165797716947	0.0235971565514432	0.0504506602744538	0.135761288852637	0.52143962622393	-1.49176299220908	271879	-0.00286096020533242
Treatment/medication code: minerals - magnesium	20003#1141145812	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271277/563(271840)	-0.0628792142260942	-0.145586051894815	0.0197919227511694	0.0421890340716627	0.13608544666717	0.522167622284501	-1.49052805026792	271840	-0.00285879685464711
Treatment/medication code: cholestyramine	20003#1140865576	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271825/15(271840)	-0.386499936792202	-0.895899147937487	0.120815785685181	0.259370820495271	0.136165178444214	0.522167622284501	-1.49022464470832	271840	-0.00285821493485522
Treatment/medication code: cafergot tablet	20003#1140872050	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271829/11(271840)	0.447720150489419	-0.14214925470014	1.03609318701442	0.300577574641265	0.136186854629271	0.522167622284501	1.49014218342821	271840	0.00285805677740031
Treatment/medication code: otomize ear spray	20003#1140882728	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271704/136(271840)	-0.128003937572589	-0.296491122003059	0.0403488406277791	0.0859301408821256	0.136293722393346	0.522275655614687	-1.48973578149613	271840	-0.00285727731465825
Other cereal intake	100860	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Cereal yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	0.0550635278263143	-0.0174011871434941	0.127528242796123	0.0369724727298057	0.136376335473705	0.522290674286774	1.48942178499303	38021	0.0076384402704138
Treatment/medication code: calcichew 1.25g chewable tablet	20003#1140870856	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271230/610(271840)	-0.060322785500362	-0.139892729521608	0.0192114308008722	0.0405885418246135	0.137222112813537	0.524974163754931	-1.48621556109465	271840	-0.00285052567171884
Current eye infection	5183	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Eye surgery/complications	CAT-SIN	LOGISTIC-BINARY	59386/665(60051)	0.0580402784690362	-0.0185065876824052	0.134585121176324	0.0390547250016575	0.137235222858943	0.524974163754931	1.48616598287491	60051	0.00606465974320734
Treatment/medication code: viscotears liquid eye gel	20003#1140865010	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271210/630(271840)	-0.0592895057148728	-0.137621222382471	0.0190033310150136	0.0399559774141053	0.137818362207173	0.52690119237846	-1.48396441158682	271840	-0.00284620805615328
Date Q20 first reported (congenital malformations of cardiac chambers and connexions)	132466	First occurrences	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	DATE	LOGISTIC-BINARY	271865/14(271879)	-0.398098124474249	-0.925463040656124	0.126890678720874	0.268462514535428	0.138033329761422	0.526996085303088	-1.48315463947957	271879	-0.00284445091070654
Type of cancer: ICD10: D03.3 Melanoma in situ of other and unspecified parts of face	40006#D033	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271475/404(271879)	0.0739402712259988	-0.0238023872453567	0.171635197470585	0.0498574428554628	0.138061841142776	0.526996085303088	1.48304731154494	271879	0.00284424507473807
Main speciality of consultant (recoded): General Medical Practice	41245#1300	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	269869/730(270599)	0.0550014522719418	-0.0177054203195808	0.127680253679876	0.0370888636592918	0.138081391041445	0.526996085303088	1.48297372799044	270599	0.00285082267017748
Treatment/medication code: dantrolene	20003#1140883858	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271828/12(271840)	0.426892295071478	-0.138141130495922	0.990671643912215	0.287967733925743	0.138189854216983	0.527106932435699	1.48256563093589	271840	0.00284352525020423
Date O62 first reported (abnormalities of forces of labour)	132248	First occurrences	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	DATE	LOGISTIC-BINARY	271598/281(271879)	-0.0889407581122676	-0.206639616796099	0.0286942225207206	0.0600352458445928	0.138449635553181	0.527511819047893	-1.48158919582513	271879	-0.0028414486670162
Garlic bread intake	101240	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-SIN	ORDERED-LOGISTIC	38020	0.0572737949836897	-0.0184535973606002	0.13300118732798	0.0386371346318698	0.138454962902129	0.527511819047893	1.48156918679788	38020	0.00759827078680706
Above moderate/vigorous recommendation	22035	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	CAT-SIN	LOGISTIC-BINARY	94163/114375(208538)	0.00652853323756622	-0.00211185018408217	0.0151691878633358	0.0044085090807098	0.138629359309609	0.527873240239745	1.48091449738744	208538	0.00324292706685301
Workplace full of chemical or other fumes	22610#1	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	41599/12652(54251)	0.0153349752963289	-0.00496933672129522	0.0356418320148274	0.0103601823953038	0.138816638648817	0.528283274490939	1.48021215114762	54251	0.00635505518970481
Type of cancer: ICD10: C16.8 Overlapping lesion of stomach	40006#C168	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271866/13(271879)	0.409591897862087	-0.133166694439079	0.952452876095673	0.276948856993797	0.138970533115889	0.52856586148433	1.47963555290994	271879	0.00283770192578578
Gap coding: Full-time or part-time education	22660#103	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	45978/7129(53107)	-0.0189074125092961	-0.043961606319308	0.00614368180643624	0.0127821961324209	0.139071464558263	0.528646798552802	-1.47925765881911	53107	-0.00641899699688302
Date M92 first reported (other juvenile osteochondrosis)	131986	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	271466/413(271879)	0.0728259217120265	-0.0237622082015128	0.169374609215113	0.0492705016367812	0.139349291167409	0.528861455534541	1.47821854690491	271879	0.00283498435906587
Job coding: environmental health officer/inspector, meat inspector, public health officer, port inspector, air pollution officer	22601#35683468	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55371/48(55419)	-0.213507946936781	-0.496837862823186	0.069538307464962	0.144486371881231	0.139454790926283	0.528861455534541	-1.47782438027606	55419	-0.00627758733932405
Job code - historical: Environmental health officers	22617#3568	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55371/48(55419)	-0.213507946936781	-0.496837862823186	0.069538307464962	0.144486371881231	0.139454790926283	0.528861455534541	-1.47782438027606	55419	-0.00627758733932405
PCT responsible for patient data: OLDHAM PCT	41229#5J5	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270167/1712(271879)	0.0359864453060907	-0.0117538562219603	0.0837140245905751	0.0243544987473173	0.139498801295305	0.528861455534541	1.47766001723931	271879	0.00283391319800489
