description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Job code - historical: IT strategy and planning professionals	22617#2131	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54439/980(55419)	-0.0588968268435762	-0.122405235071903	0.00461006084824467	0.0324024566068632	0.0690990308591808	0.439103294803301	-1.81777171892383	55419	-0.00772155713527994
Age stopped smoking cigarettes (current cigar/pipe or previous cigarette smoker)	6194	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	1019	-0.0529273960263907	-0.110025573583642	0.004170781530861	0.029132258555583	0.0692107840947037	0.439103294803301	-1.81704133688976	1019	-0.0568853605712496
Severity of current abdominal distension/tightness	21039	Digestive health	Online follow-up > Digestive health	CAT-SIN	ORDERED-LOGISTIC	19108	0.0229053078428927	-0.00180338936073474	0.0476140050465202	0.0126067098163673	0.0692245731025014	0.439103294803301	1.81695128366462	19108	0.0131437980873466
How are people in household related to participant: Grandchild	6141#6	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-MUL	LOGISTIC-BINARY	267816/2262(270078)	0.0383780115713859	-0.0030259765138475	0.0797811131821794	0.0211246457458399	0.0692554417300904	0.439103294803301	1.81674974028938	270078	0.00349582317118498
Job coding: nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant	22601#61113073	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54654/765(55419)	0.0663566269448662	-0.00524611474900815	0.137974880588049	0.0365366395675548	0.0693355812797739	0.439103294803301	1.8162268479066	55419	0.00771499520047618
Job code - historical: Nursing auxiliaries and assistants	22617#6111	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54654/765(55419)	0.0663566269448662	-0.00524611474900815	0.137974880588049	0.0365366395675548	0.0693355812797739	0.439103294803301	1.8162268479066	55419	0.00771499520047618
Number of triplets attempted (left)	4269	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test	INTEGER	ORDERED-LOGISTIC	88652	-0.038716749651533	-0.080702946393076	0.00326944709000993	0.0214219225826213	0.0694407955176476	0.439303124860527	-1.81554110194212	88652	-0.00609759592977524
Ever heard an un-real voice	20463	Mental health	Online follow-up > Mental health > Unusual and psychotic experiences	CAT-SIN	LOGISTIC-BINARY	72345/1257(73602)	0.0516283268805561	-0.00414383746228342	0.10740043599012	0.0284556946791498	0.0696202970899141	0.439303124860527	1.81437314666699	73602	0.00668771858742446
Alcohol intake frequency.	1558	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	ORDERED-LOGISTIC	271662	0.00617155411538577	-0.000496121957630418	0.012839230188402	0.0034019380588674	0.0696538490229006	0.439303124860527	1.81415511005607	271662	0.00348063864305876
Treatment/medication code: zinc product	20003#1140888538	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	270112/1728(271840)	-0.0437664343184972	-0.0910705520334404	0.00353506867386507	0.0241345303927885	0.0697632907018033	0.439303124860527	-1.81344450416828	271840	-0.00347813600031867
Job coding: shelf filler or stacker, stock handler, display assistant	22601#92513331	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55147/272(55419)	0.110266887347837	-0.00892176169132039	0.229480555876376	0.0608180352925318	0.0698071077933673	0.439303124860527	1.81316025589292	55419	0.00770196965905587
Job code - historical: Shelf fillers	22617#9251	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55147/272(55419)	0.110266887347837	-0.00892176169132039	0.229480555876376	0.0608180352925318	0.0698071077933673	0.439303124860527	1.81316025589292	55419	0.00770196965905587
Mouth/teeth dental problems	6149#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth	CAT-MUL	LOGISTIC-BINARY	109153/161933(271086)	-0.00715107403775188	-0.0148819201464891	0.000579558584446965	0.00394432725623895	0.069830465078779	0.439303124860527	-1.81300879339713	271086	-0.00348213283895647
Frequency of memory loss due to drinking alcohol in last year	20408	Mental health	Online follow-up > Mental health > Alcohol use	CAT-SIN	ORDERED-LOGISTIC	39214	0.0270532905590705	-0.00219511725698979	0.0563016983751308	0.0149229312613742	0.0699108920230166	0.439392604504509	1.81248757530137	39214	0.00915266042317876
Hearing test done	4849-1	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test	CAT-SIN	MULTINOMIAL-LOGISTIC	88107/90242	-999	-999	-999	-999	0.0701903891786445	0.440731894965623	-1.81068007316851	90242	-0.00602745934356941
Type of cancer: ICD9: 1740 Malignant neoplasm of female breast - nipple and areola	40013#1740	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271836/43(271879)	-0.273043600808501	-0.568470162739231	0.0229708174055253	0.150880573523281	0.0703595825051081	0.440964180276349	-1.80958877138685	271879	-0.00347049196152172
Delivery places: NHS hospital: consultant and GP ward	41223#4	Maternity and sex-specific factors	Health-related outcomes > Hospital inpatient > Summary Maternity	CAT-MUL	LOGISTIC-BINARY	1718/2163(3881)	0.0594530845684262	-0.00489373759363666	0.123926795130671	0.0328629846620723	0.0703602632081744	0.440964180276349	1.80958438518333	3881	0.0290426148232892
Blue cheese intake	102840	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	CAT-SIN	ORDERED-LOGISTIC	38018	-0.0562787852349974	-0.117280595900755	0.00472302543075963	0.0311239446984393	0.0705413034754299	0.441681727515498	-1.8084190613231	38018	-0.00927464268377113
Date I36 first reported (nonrheumatic tricuspid valve disorders)	131326	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	271444/435(271879)	-0.0868226224417132	-0.181008803656809	0.00735053422630422	0.0480517344626911	0.0707824070898307	0.442773643595859	-1.80687092345569	271879	-0.00346527964135405
Plays computer games	2237	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use	CAT-SIN	ORDERED-LOGISTIC	271734	0.00850093943429175	-0.000723076595179128	0.0177249554637626	0.00470621710512475	0.0708607998317951	0.44284663699023	1.80636849158064	271734	0.00346524024108061
EBNA-1 antigen for Epstein-Barr Virus	23004	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases > Infectious Disease Antigens	INTEGER	LINEAR	5207	0.0253826899924345	-0.00217346880674465	0.0529388487916137	0.0140595230404939	0.0710083470426598	0.4433512693529	1.80542407235978	5207	0.0250168669657756
Main speciality of consultant (recoded): Audiological medicine	41245#1050	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270578/13(270591)	-0.500101934101269	-1.04302864262469	0.0433396640780202	0.277139864628086	0.0711616672054543	0.443890963573872	-1.8044444047236	270591	-0.00346885242539635
Treatment/medication code: vitamin c+a+d tablet	20003#1140877612	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271815/25(271840)	0.360833510316145	-0.0315080103892137	0.752730672975618	0.200064564846805	0.0713302028149569	0.443947441843261	1.80336950951125	271840	0.00345881267327741
Job coding: it user support technician, help desk or helpline operator (computing), support technician (computing), systems support officer	22601#31323061	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55020/399(55419)	-0.0906059985346747	-0.189091208648462	0.00788983127361778	0.0502511886636288	0.0713713907558776	0.443947441843261	-1.80310713547959	55419	-0.0076592683737318
Job code - historical: IT user support technicians	22617#3132	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55020/399(55419)	-0.0906059985346747	-0.189091208648462	0.00788983127361778	0.0502511886636288	0.0713713907558776	0.443947441843261	-1.80310713547959	55419	-0.0076592683737318
Side salad intake	104090	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	-0.0223075458195353	-0.0465658789427845	0.00195078730371398	0.0123769280020428	0.0714560378524168	0.444057793283231	-1.80256830874614	38021	-0.00924427441861365
Number of vehicles in household	728	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	270117	-0.00647136693784612	-0.0135115782486827	0.000568844372990471	0.00359201055038198	0.0716024729691373	0.444214037711585	-1.80163740018045	270117	-0.00346649380473247
Time to complete round	20133	Cognitive function	Online follow-up > Cognitive function online > Pairs matching	INTEGER	LINEAR	54076	0.00717693953309349	-0.0006330661722899	0.0149869452384769	0.00398477000954494	0.0716875112744944	0.444214037711585	1.80109751553849	54076	0.00774515212538634
Job coding: jewellery maker	22601#54952915	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55406/13(55419)	-0.497457611246755	-1.03939523517665	0.0440188033591319	0.276386210941021	0.0717547623997823	0.444214037711585	-1.80067092822063	55419	-0.00764892041802323
Number of correct matches in round	398	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Pairs matching	INTEGER	ORDERED-LOGISTIC	271729	-0.0210909273938156	-0.0439658191936561	0.00178396440602476	0.011671077621974	0.0717843830389934	0.444214037711585	-1.80048314249257	271729	-0.00345398201580959
Treatment/medication code: dulco-lax 2.5mg perles	20003#1141173444	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271818/22(271840)	-0.384291555889381	-0.803121766913843	0.0337262374954338	0.213485556625078	0.0718158298123446	0.444214037711585	-1.80028384909538	271840	-0.00345289453285129
General happiness with own health	20459	Mental health	Online follow-up > Mental health > Happiness and subjective well-being	CAT-SIN	ORDERED-LOGISTIC	73750	0.0122359085047899	-0.00110167853384463	0.0255734955434244	0.00680501639001518	0.0721580377680701	0.444381825763207	1.79811972051256	73750	0.00662115813989562
Treatment speciality of consultant (recoded): Midwife episode	41246#1780	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	259352/840(260192)	-0.0640404324672653	-0.133855327998484	0.00576505912887779	0.0356181001867049	0.0721609338722265	0.444381825763207	-1.79810144140722	260192	-0.00352505737680147
PCT responsible for patient data: NOTTINGHAM CITY PCT	41229#5EM	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	269343/2536(271879)	0.0359154830082605	-0.00323247523675273	0.0750655697834833	0.0199743581101084	0.0721630153670045	0.444381825763207	1.79808830417679	271879	0.00344843623068708
Treatment/medication code: feminax tablet	20003#1141188522	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271826/14(271840)	-0.482613391511433	-1.01032552550892	0.0424120266630784	0.268560432864037	0.0722171672591865	0.444381825763207	-1.79774663673442	271840	-0.00344802828775034
Date D86 first reported (sarcoidosis)	130686	First occurrences	Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	DATE	LOGISTIC-BINARY	270773/1106(271879)	-0.0541664665358085	-0.113223507690517	0.00488699096637464	0.0301307829094137	0.0722191079628925	0.444381825763207	-1.79773439589962	271879	-0.00344775750116431
Type of cancer: ICD10: C43.4 Malignant melanoma of scalp and neck	40006#C434	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271750/129(271879)	-0.158471077343548	-0.331262012761936	0.0143181780796814	0.0881598319069916	0.0722446873585204	0.444381825763207	-1.79757308105676	271879	-0.00344744812962956
Cancer code, self-reported: skin cancer	20001#1003	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	270962/878(271840)	-0.0607676114036054	-0.127046632425685	0.00551059304250587	0.0338162401232332	0.0723342731348244	0.444520898885027	-1.79700848249926	271840	-0.00344661254518081
Treatment/medication code: atenolol+bendrofluazide	20003#1141146126	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271818/22(271840)	-0.383191737328465	-0.80179378490249	0.0350029337756441	0.213472473289989	0.0726358165024564	0.444933874285619	-1.79511225571179	271840	-0.00344297567780713
Miserableness	1930	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	151681/115605(267286)	0.00712897225681429	-0.000654847787160825	0.0149129967880232	0.00397146189878518	0.0726446924591503	0.444933874285619	1.79505653781098	267286	0.0034720744824211
Type of meals eaten: Bought sandwiches	20089#463	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meal type yesterday	CAT-MUL	LOGISTIC-BINARY	34655/3366(38021)	-0.0327248229365434	-0.0684644380065403	0.00300687951074149	0.018232813990726	0.0726708553976243	0.444933874285619	-1.79489233508292	38021	-0.00920491236980549
Treatment/medication code: estradiol product	20003#1141181700	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271371/469(271840)	-0.0828942759335497	-0.173440917101238	0.0076338581815226	0.0461933935294361	0.0727304878472194	0.444933874285619	-1.79451825317885	271840	-0.00344183641086949
Treatment/medication code: lercanidipine	20003#1141153026	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271154/686(271840)	0.0687006754443913	-0.0063587018199908	0.143759194663146	0.0382960854554593	0.0728049546416376	0.444933874285619	1.79405146586436	271840	0.00344094113630347
Job coding: leather worker, shoe maker/repairer, clicker, laster, saddler	22601#54132879	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55405/14(55419)	0.482744828753797	-0.0437911121380879	1.01158928281319	0.269234639839299	0.0728770209173855	0.444933874285619	1.79360009785422	55419	0.00761888657215139
Job code - historical: Leather and related trades	22617#5413	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55405/14(55419)	0.482744828753797	-0.0437911121380879	1.01158928281319	0.269234639839299	0.0728770209173855	0.444933874285619	1.79360009785422	55419	0.00761888657215139
Fraction acceleration <= 6 milli-gravities	90097	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution	CONTINUOUS	LINEAR	48837	0.00797760748659165	-0.000741921586175424	0.0166971365593587	0.00444882107097151	0.0729406946290462	0.444933874285619	1.7932015982813	48837	0.00811426568202073
Type of meals eaten: Takeaway meals	20089#461	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meal type yesterday	CAT-MUL	LOGISTIC-BINARY	36529/1492(38021)	0.0476074191080329	-0.00443391917915804	0.0996626926577363	0.0265557460897229	0.0730048198127225	0.444933874285619	1.79280056078046	38021	0.00919418583753626
Treatment speciality of consultant (recoded): Intermediate care	41246#1680	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	259813/348(260161)	0.0962151322685259	-0.00901226734747838	0.201443876808428	0.0536887784204092	0.0731154946669434	0.445111979246973	1.79210908016942	260161	0.00351351920991308
Date I43 first reported (cardiomyopathy in diseases classified elsewhere)	131340	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	271794/85(271879)	0.194407893633121	-0.0182660031295959	0.407054401368666	0.108502096939825	0.0731681737770751	0.445111979246973	1.7917802494235	271879	0.00343633856719304
Job code - historical: Kitchen and catering assistants	22617#9223	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55120/299(55419)	-0.10394290695584	-0.21781413534624	0.00989660861803331	0.0580905429284483	0.0735516874982935	0.446812904798768	-1.78939212000137	55419	-0.00760101288250664
Years since last breast cancer screening / mammogram	2684	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	ORDERED-LOGISTIC	89337	0.0122623482416209	-0.00117222719960542	0.0256969236828473	0.00685450117818316	0.0736031327319047	0.446812904798768	1.78907254712853	89337	0.00598562287704474
Job code - historical: Rail travel assistants	22617#6215	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55360/59(55419)	0.233359580712352	-0.0223263199590412	0.489254061054643	0.130507597345912	0.0737571493474937	0.446812904798768	1.78811690136628	55419	0.0075955962978748
Job coding: local government administrative officer or assistant or clerk	22601#41133206	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	52418/3001(55419)	0.0336698269701833	-0.00323585222254469	0.0705838672149004	0.0188319071216935	0.0737843820490357	0.446812904798768	1.78794809708027	55419	0.00759487928924572
Job code - historical: Local government clerical officers and assistants	22617#4113	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	52418/3001(55419)	0.0336698269701833	-0.00323585222254469	0.0705838672149004	0.0188319071216935	0.0737843820490357	0.446812904798768	1.78794809708027	55419	0.00759487928924572
Treatment/medication code: e45 cream	20003#1140878304	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271661/179(271840)	0.133634665524144	-0.0129884761809636	0.280240965302283	0.0748048035056264	0.074009003351489	0.447048681367286	1.78655770157341	271840	0.00342656847258014
Treatment/medication code: salbutamol	20003#1140881856	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	268417/3423(271840)	0.0307482252270696	-0.0029848895493452	0.0644813227620099	0.0172110847044946	0.0740098845214036	0.447048681367286	1.78655225396934	271840	0.00342655802434824
Treatment/medication code: proctofoam hc foam	20003#1140881444	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271823/17(271840)	0.436074952415356	-0.0425984144955059	0.914298778819305	0.244110912461324	0.0740253881004441	0.447048681367286	1.78645641579126	271840	0.00342637421151996
Type of cancer: ICD10: C64 Malignant neoplasm of kidney, except renal pelvis	40006#C64	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	270489/1390(271879)	0.0481004237895888	-0.00470064117972595	0.100903450897983	0.0269403144421787	0.074178974331327	0.447278711352449	1.78550787996436	271879	0.00342430933989053
Treatment speciality of consultant (recoded): Vascular surgery	41246#2620	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	253890/6587(260477)	0.0223535471959614	-0.00219484599480073	0.0469020260980518	0.0125249424173409	0.0743049779331785	0.447278711352449	1.784730890027	260477	0.00349693098891205
Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/5micrograms tablet	20003#1140871052	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271723/117(271840)	-0.164807190484556	-0.345822606839797	0.016160259883633	0.0923442648892288	0.0743054786829418	0.447278711352449	-1.78472780434718	271840	-0.00342305882123809
Job coding: senior prison officer including governor, chief, controller, principal superintendent	22601#11733447	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55382/37(55419)	-0.293204636537207	-0.615080192966587	0.0290407290031169	0.164319581137829	0.0743779888185417	0.447278711352449	-1.78428116751067	55419	-0.00757930373311824
Used an inhaler for chest within last hour	3090	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CAT-SIN	LOGISTIC-BINARY	246694/1895(248589)	0.0411056234611644	-0.00405616787069607	0.0862689252127827	0.0230425389945814	0.0744004365425801	0.447278711352449	1.78414296958058	248589	0.00357838995289666
Cancer code, self-reported: breast cancer	20001#1002	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	265495/6345(271840)	-0.0229110941850406	-0.0481195119008739	0.00229482264011696	0.0128610359523575	0.074838134091897	0.448271114871945	-1.78145509769406	271840	-0.0034167819332743
Job coding: water or sewage plant operator	22601#81262854	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55376/43(55419)	-0.270857870293023	-0.568669918952031	0.0273723570141931	0.152054395046983	0.0748503943850656	0.448271114871945	-1.78137999312245	55419	-0.00756698077517837
Job code - historical: Water and sewerage plant operatives	22617#8126	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55376/43(55419)	-0.270857870293023	-0.568669918952031	0.0273723570141931	0.152054395046983	0.0748503943850656	0.448271114871945	-1.78137999312245	55419	-0.00756698077517837
Cancer code, self-reported: tonsil cancer	20001#1078	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	271817/23(271840)	-0.371775181237037	-0.780843378191814	0.0373667693439641	0.20873091393253	0.0748717096292893	0.448271114871945	-1.78124944330175	271840	-0.00341638749840409
Treatment/medication code: powergel 2.5% gel	20003#1140921844	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271828/12(271840)	-0.513955875690666	-1.07937938592153	0.0516928572972394	0.288544139622086	0.0749032192847653	0.448271114871945	-1.78105651119753	271840	-0.00341601746424665
Job coding: florist, flower or floral arranger	22601#54962957	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55396/23(55419)	0.371118454705779	-0.037937126578347	0.779517082084534	0.208538068839748	0.0751522803114993	0.44895146446512	1.77953385046991	55419	0.00755913914264539
Job code - historical: Floral arrangers, florists	22617#5496	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55396/23(55419)	0.371118454705779	-0.037937126578347	0.779517082084534	0.208538068839748	0.0751522803114993	0.44895146446512	1.77953385046991	55419	0.00755913914264539
Job coding: restaurant/canteen cashier	22601#71123388	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55385/34(55419)	0.304780513934644	-0.0310793264155261	0.640518636901968	0.171329159263888	0.0752198325275295	0.44895146446512	1.77912157334351	55419	0.00755738796373497
Other dessert intake	102230	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	-0.0331905829616663	-0.0698017811549263	0.00342061523159374	0.0186795259923368	0.0754697168711629	0.450003175294159	-1.77759912952373	38021	-0.00911623343049472
Non wear duration overall	90052	Physical activity	Additional exposures > Physical activity measurement > Accelerometer wear time duration	CONTINUOUS	ORDERED-LOGISTIC	48837	-0.0148181394316915	-0.031160565633933	0.00152428677055	0.00833812576718168	0.0755316464182151	0.450003175294159	-1.77722245431435	48837	-0.00804196449932839
ECG, heart rate	5983	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG during exercise	INTEGER	LINEAR	40110	0.00875892524166443	-0.000905731414506637	0.0184235818978355	0.00493103788253491	0.0756848152062752	0.450136348859338	1.7762919145363	40110	0.00886914497571158
Illnesses of mother: Stroke	20110#2	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	213006/36350(249356)	0.0101630024410624	-0.0010514298278396	0.0213777705460403	0.0057218399294065	0.0756896437135786	0.450136348859338	1.7762626051101	249356	0.00355710148297867
Summed days activity	22033	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	INTEGER	LINEAR	208538	0.0038864780942936	-0.000403438970905036	0.00817639515949223	0.00218877341575506	0.0757916943178438	0.450339727115067	1.77564350638153	208538	0.00388831978268373
Unsalted nuts intake	102440	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	-0.0374055017617224	-0.0787321901501521	0.00392118662670737	0.0210854325459087	0.0760015201777594	0.451182548676019	-1.77437271381669	38021	-0.0090996884623279
Treatment/medication code: calcichew 1.25g chewable tablet	20003#1140870856	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271230/610(271840)	-0.0718303555410764	-0.151244942558661	0.00756595876530304	0.0405137294809099	0.0762289428557852	0.452126640894081	-1.77299857586265	271840	-0.00340056274474342
Treatment/medication code: kolanticon gel	20003#1140865380	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271821/19(271840)	-0.407444150441685	-0.8582558941732	0.0427681138102428	0.22985728694267	0.076296796414249	0.452126640894081	-1.77258923742641	271840	-0.00339977765390118
Job coding: accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster	22601#41223241	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54201/1218(55419)	0.0515478663308825	-0.00546557727164611	0.108580495892429	0.0290939206188624	0.0764224513018836	0.452467269661553	1.77183198573053	55419	0.00752642486633217
Job code - historical: Hospital porters	22617#9221	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55342/77(55419)	0.202134095154934	-0.0215624690863019	0.426059775396389	0.114191446376943	0.0767004788774762	0.453357328471153	1.77016007087021	55419	0.0075193232732532
Date M91 first reported (juvenile osteochondrosis of hip and pelvis)	131984	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	271753/126(271879)	0.157765588147695	-0.0169133151267807	0.332466561978639	0.0891291574389335	0.0767093988056509	0.453357328471153	1.77010651287002	271879	0.00339477240233576
Date J35 first reported (chronic diseases of tonsils and adenoids)	131474	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	270829/1050(271879)	-0.0547005826270523	-0.115334390140493	0.00593193311864887	0.0309358549992947	0.0770133864241654	0.453982598937	-1.76828430487772	271879	-0.00339127774809973
Date L97 first reported (ulcer of lower limb, not elsewhere classified)	131834	First occurrences	Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders	DATE	LOGISTIC-BINARY	269152/2727(271879)	0.0341348931607561	-0.00370082584321574	0.07197215666568	0.0193046870008313	0.0770227287489971	0.453982598937	1.76822839663936	271879	0.00339117052654961
FI9 : concept interpolation	20181-4	Cognitive function	Online follow-up > Cognitive function online > Fluid intelligence / reasoning	CAT-SIN	MULTINOMIAL-LOGISTIC	9745/15202	-999	-999	-999	-999	0.0770802163252644	0.453982598937	-1.76788448939087	15202	-0.0143379627069992
Temperature standard deviation	90193	Physical activity	Additional exposures > Physical activity measurement > Raw accelerometer statistics	CONTINUOUS	LINEAR	48837	-0.00795596032032306	-0.0167778513221682	0.000865930681522051	0.0045010475046639	0.0771301037366942	0.453982598937	-1.7675862178806	48837	-0.00799836314824112
C. trachomatis Definition I seropositivity for Chlamydia trachomatis	23070	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases	CAT-SIN	LOGISTIC-BINARY	4164/1043(5207)	0.0632744355340655	-0.00685876891804226	0.133504198416965	0.0358075373940982	0.077157205303742	0.453982598937	1.7674242464	5207	0.0244906414125728
Job code - historical: Assemblers (vehicles and metal goods)	22617#8132	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55100/319(55419)	0.0996896925772191	-0.0108775735634784	0.210332188474185	0.0564320986973582	0.0772962291466362	0.45412325032181	1.76659410383242	55419	0.00750417653714295
Job code - historical: Heavy goods vehicle drivers	22617#8211	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55024/395(55419)	0.0897675636665255	-0.00980280708564969	0.189406052831171	0.0508195205340901	0.0773179558330037	0.45412325032181	1.76646447885255	55419	0.00750362594436132
