description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Illnesses of adopted mother	20113#101	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	559/1609(2168)	0.0844164528189395	-0.012690503074445	0.181899456474132	0.049641207972054	0.0888901493006436	0.456674195666457	1.70128145137561	2168	0.0365306136341578
PCT responsible for patient data: BUCKINGHAMSHIRE PCT	41229#5QD	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270531/1348(271879)	-0.0465555004813997	-0.100206134168264	0.00707505021215312	0.0273681519728519	0.0889193973293595	0.456674195666457	-1.70112563935584	271879	-0.00326247989849034
Date O06 first reported (unspecified abortion)	132174	First occurrences	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	DATE	LOGISTIC-BINARY	271598/281(271879)	0.10132136031578	-0.015468274927491	0.218098243089687	0.0595843902896994	0.0890391648241985	0.456674195666457	1.70048803650997	271879	0.00326125709384184
Type of cancer: ICD10: C62.1 Descended testis	40006#C621	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271801/78(271879)	0.192741390540502	-0.0295917198076661	0.414732219309792	0.113350026485749	0.0890401320270389	0.456674195666457	1.70048289025265	271879	0.00326124722426951
Treatment/medication code: serevent 25mcg inhaler	20003#1140862148	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271046/796(271842)	0.060279539283849	-0.00924227815422455	0.129783582936189	0.0354664325944333	0.0891649387755724	0.456950685510973	1.69981920060915	271842	0.003260196236736
Cake intake	102190	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0120343871015937	-0.0259155799725517	0.00184680576936436	0.00708237140092936	0.0892315314868728	0.456950685510973	-1.6994653841027	108672	-0.0051552735910933
Methods of discharge from hospital (recoded): Discharged on clinical advice/consent: From inpatient/daycase care	41250#1001	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	252498/17670(270168)	-0.0150250118939423	-0.0323607206438291	0.00230939790981249	0.00884458051962053	0.0893573426913398	0.457242691970235	-1.69879751141909	270168	-0.00326831532370455
Date K80 first reported (cholelithiasis)	131674	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	251340/20539(271879)	0.0123884958133624	-0.00191835260615771	0.0266950152096208	0.0072994626537725	0.0896534874626611	0.458405177818699	1.69722840184537	271879	0.00325500571558691
Interval between previous point and current one in numeric path (trail #1)	20149	Cognitive function	Online follow-up > Cognitive function online > Trail making	INTEGER	LINEAR	96856	0.00502215260739964	-0.000780462302720956	0.0108247675175202	0.00296057221249516	0.0898197170004316	0.458902120600975	1.6963494701129	96856	0.00545067258415984
Date P95 first reported (foetal death of unspecified cause)	132428	First occurrences	Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	DATE	LOGISTIC-BINARY	271800/79(271879)	0.1904722618911	-0.0297941583107475	0.410736638536824	0.112382370370686	0.0900925726500795	0.459942650080705	1.69490959185869	271879	0.00325055866535676
Ever diagnosed with IBS	21024	Digestive health	Online follow-up > Digestive health	CAT-SIN	LOGISTIC-BINARY	68895/10381(79276)	-0.0180101317395988	-0.0388524898744667	0.00282950558268116	0.0106333574968546	0.0903105938147081	0.460701855016397	-1.69376159946769	79276	-0.0060156012113147
Date B34 first reported (viral infection of unspecified site)	130224	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	265129/6750(271879)	0.0208637111953069	-0.00330011678378076	0.0450257503324627	0.01232825386013	0.090569561606189	0.461668616561609	1.69240089618965	271879	0.00324574744916395
Date O16 first reported (unspecified maternal hypertension)	132192	First occurrences	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	DATE	LOGISTIC-BINARY	270350/1529(271879)	-0.043447492389597	-0.0937928170895727	0.00688974432273612	0.0256847988551014	0.0907263886789128	0.462113644098646	-1.69157839532696	271879	-0.00324417004396445
6mm strong meridian angle (right)	5106	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	INTEGER	LINEAR	53763	-0.00727508450422048	-0.0157108792473704	0.00116071023892946	0.00430405599780935	0.090971820781722	0.462777173514507	-1.69029348559915	53763	-0.00728982174253166
Job coding: ward clerk, medical records clerk	22601#41313093	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55289/130(55419)	0.148600395328968	-0.0236840897552692	0.320971841147153	0.0879240469776548	0.0909959027807222	0.462777173514507	1.69016755945305	55419	0.0071795473260305
Treatment speciality of consultant (recoded): Rheumatology	41246#2510	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	254673/5856(260529)	0.0223622503638929	-0.00359832854181144	0.0483210907763981	0.0132449932059322	0.091341600793496	0.463556051803317	1.68836283148372	260529	0.00330778320374304
Treatment speciality of consultant (recoded): Respiratory Physiology	41246#2480	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	259322/890(260212)	0.0567449348539006	-0.00915829325935852	0.122621709475067	0.0336179653743358	0.0914219660962513	0.463556051803317	1.68794406857904	260212	0.0033089764998896
Type of yogurt eaten: Low fat yogurt consumers	20106#210	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-MUL	LOGISTIC-BINARY	71674/36998(108672)	-0.0109226665266901	-0.0236062334632562	0.00175997753645601	0.00647109110162168	0.091424101325005	0.463556051803317	-1.6879329464877	108672	-0.00512029123275262
Date B81 first reported (other intestinal helminthiases, not elsewhere classified)	130312	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271869/10(271879)	-0.534627114807244	-1.15578527244992	0.0858936910738819	0.31676065818505	0.0914280102172633	0.463556051803317	-1.68791258618602	271879	-0.00323713969675913
Job coding: inspector of weights and measures, trading standards officer, hotel/pub inspector, planning inspector	22601#35653463	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55405/14(55419)	-0.454771496636476	-0.986848617107544	0.0726464210612559	0.270284313009311	0.0921953409005228	0.467090267504402	-1.68392925925874	55419	-0.0071530494351278
Date L59 first reported (other disorders of skin and subcutaneous tissue related to radiation)	131772	First occurrences	Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders	DATE	LOGISTIC-BINARY	271832/47(271879)	0.245095966479074	-0.0403983000638446	0.530314401033462	0.145592650068832	0.0922852878643286	0.467189876949118	1.68346407723541	271879	0.00322860827473767
Main speciality of consultant (recoded): Paediatrics	41245#1690	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270499/101(270600)	-0.168047664575899	-0.363915327101445	0.0275076640764325	0.0998546387243266	0.0923893603737705	0.46736079026214	-1.68292629580691	270600	-0.00323519551899247
Type of meals eaten: Ready meals	20089#464	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meal type yesterday	CAT-MUL	LOGISTIC-BINARY	99144/9528(108672)	-0.0180671127938786	-0.0391231728271652	0.00298698687457129	0.0107425850765361	0.0926002762975041	0.467935608041674	-1.68183790493901	108672	-0.00510180259901039
Treatment/medication code: tri-adcortyl otic ear ointment	20003#1140876104	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/12(271842)	-0.487600901878925	-1.056928555775	0.0797067260441099	0.289963308199728	0.0926437882026241	0.467935608041674	-1.68161361789036	271842	-0.00322527890465689
Porridge intake	100770	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Cereal yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0120909302119041	-0.0261912357500114	0.00200937532620318	0.00719416563229157	0.0927693455707542	0.468214001525287	-1.68096689199355	108672	-0.00509916047724443
Date B88 first reported (other infestations)	130324	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271787/92(271879)	0.174999842790443	-0.029183343558278	0.379016533949425	0.104134535309713	0.0928507012135002	0.468269052326355	1.68054821718178	271879	0.00322301619104146
Date J36 first reported (peritonsillar abscess)	131476	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	271361/518(271879)	-0.0738694373266093	-0.160197862272263	0.0124162312721111	0.0440350166905954	0.0934339292371653	0.470853167277815	-1.6775553821815	271879	-0.00321727648322985
Treatment/medication code: zumenon 1mg tablet	20003#1140928878	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271743/99(271842)	-0.168157904637569	-0.364867938338548	0.0284906404968075	0.100348420159278	0.0937866225471412	0.472272484902157	-1.6757528018253	271842	-0.00321403817098906
Transport type for commuting to job workplace: Public transport	6143#3	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	CAT-MUL	LOGISTIC-BINARY	109396/28184(137580)	-0.0112136886937267	-0.0243430749183993	0.00191450770503407	0.00669848600039333	0.0941157136388744	0.473570892170778	-1.67407574668577	137580	-0.00451332061027311
Treatment/medication code: spiriva 18micrograms inhalation capsule	20003#1141182632	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271388/454(271842)	0.0785527353935278	-0.01346223254682	0.170530910525984	0.0469378887888039	0.0942154936865641	0.473714361977755	1.67356819448297	271842	0.00320984820992229
Treatment/medication code: zoladex 3.6mg implant	20003#1140870196	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271668/174(271842)	0.126963674185329	-0.0218461319949684	0.275627078923765	0.0758874176426619	0.0943141582330506	0.473852010412009	1.67306674007895	271842	0.00320888644693588
Treatment/medication code: lipitor 10mg tablet	20003#1141146138	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	269812/2030(271842)	0.0373142567648064	-0.00643338456789776	0.0810529286427502	0.0223183471483989	0.0945387614392692	0.474621712452283	1.67192677913829	271842	0.00320670006219875
Job coding: filing clerk, records assistant/clerk, technical clerk, lottery clerk, courts administrator, checker, census enumerator, progress/document controller	22601#41313317	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55280/139(55419)	-0.142034786421468	-0.308639340760147	0.0245203652683692	0.0849912826604054	0.0946805394492513	0.474974751486169	-1.67120830991755	55419	-0.00709901570667249
Intake of artificial sweetener added to cereal	100910	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Cereal yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0264031356803398	-0.0573846975345252	0.00457842617384568	0.0158072097745489	0.0949755428218304	0.476095349273534	-1.66971612012245	108672	-0.00506503249126819
Date H18 first reported (other disorders of cornea)	131154	First occurrences	Health-related outcomes > First occurrences > Eye and adnexa disorders	DATE	LOGISTIC-BINARY	268575/3304(271879)	-0.0292986027685048	-0.0637048154276356	0.00510037986462701	0.0175526682722206	0.0950796046784208	0.476257823886558	-1.66919063907567	271879	-0.00320123444069038
Cancer code, self-reported: hodgkins lymphoma / hodgkins disease	20001#1052	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	271573/269(271842)	-0.101793390805801	-0.221581204818392	0.017907428839198	0.0610951618363005	0.095682547829358	0.478917089926011	-1.6661549919741	271842	-0.0031956300792585
Bread consumed	100940	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-SIN	LOGISTIC-BINARY	15037/93635(108672)	-0.0146998291321998	-0.0320006769543493	0.00260024558841676	0.00882692815166343	0.0958381757604909	0.478957850786315	-1.66537393739184	108672	-0.00505186095011858
Histology of cancer tumour: Papillary carcinoma, follicular variant	40011#8340	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271804/75(271879)	0.191780541528013	-0.0340390277415697	0.417416499771398	0.115169342670067	0.0958396999494598	0.478957850786315	1.66536629292109	271879	0.00319390004562122
Treatment/medication code: polytar liquid	20003#1140878498	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271784/58(271842)	0.218269356907052	-0.0388789128108281	0.475111689392476	0.131122460988466	0.0959325056681101	0.478957850786315	1.66490101512376	271842	0.00319322501773367
Treatment/medication code: lormetazepam	20003#1140863176	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271813/29(271842)	-0.309896954565356	-0.675097138799869	0.0547213105943491	0.186181596996407	0.0960007086321116	0.478957850786315	-1.66455931188857	271842	-0.00319256964892386
Gestational diabetes only	4041	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-SIN	LOGISTIC-BINARY	4627/533(5160)	-0.079519793571961	-0.173273784297676	0.0140816016812203	0.0477956195768728	0.0960611064039468	0.478957850786315	-1.66425687557815	5160	-0.0231666436381282
Treatment/medication code: glipizide	20003#1140874646	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271789/53(271842)	0.228491550955594	-0.0408997156429092	0.497404984586662	0.13732515099146	0.0961230288775304	0.478957850786315	1.66394696242084	271842	0.00319139519488295
Types of spread used on bread/crackers: Unknown olive spread on bread/crackers	20087#169	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-MUL	LOGISTIC-BINARY	107302/1370(108672)	-0.0452778623084603	-0.0986731273714872	0.00810578329533058	0.027240018568983	0.0964713442033321	0.480333351999662	-1.66220666457777	108672	-0.00504225336932483
Date K86 first reported (other diseases of pancreas)	131684	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	269587/2292(271879)	0.0348936999279739	-0.00627114198264572	0.0760504868118752	0.0210008014034603	0.0966031983877778	0.480629835092484	1.66154918934688	271879	0.00318657953997994
Treatment/medication code: protelos 2g sachets	20003#1141200768	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271776/66(271842)	-0.204970866096528	-0.447093198511685	0.036809901394689	0.123446936709894	0.0968368403935402	0.481431920789725	-1.66038592209889	271842	-0.00318456530676099
Type of special diet followed: Gluten-free	20086#8	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	CAT-MUL	LOGISTIC-BINARY	106146/2526(108672)	-0.0334395953703774	-0.0729407748908632	0.00605806852491572	0.020153136496107	0.0970568653271201	0.482165159812681	-1.65929250257218	108672	-0.00503341357166135
Job coding: playgroup or playschool leader or assistant	22601#61233408	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55123/296(55419)	0.0970050230293433	-0.017630482525129	0.211686381142795	0.0585002748715656	0.0972648579230426	0.482477246727212	1.65826069892551	55419	0.00704401914234526
Job code - historical: Playgroup leaders/assistants	22617#6123	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55123/296(55419)	0.0970050230293433	-0.017630482525129	0.211686381142795	0.0585002748715656	0.0972648579230426	0.482477246727212	1.65826069892551	55419	0.00704401914234526
Treatment/medication code: losartan	20003#1140916356	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	269222/2620(271842)	0.0326166222595938	-0.00595446404066732	0.0711811286082956	0.0196778086886797	0.0974097134614148	0.482835470080555	1.65754314531342	271842	0.00317911301002062
Treatment/medication code: maxepa 1g capsule	20003#1140861884	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271803/39(271842)	0.26494352455205	-0.0489059455754848	0.578282475172267	0.159999986146412	0.0977261877949498	0.484020382934479	1.65597842641526	271842	0.00317611196113924
Treatment/medication code: naproxen	20003#1140871462	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	269921/1921(271842)	-0.0379325491911863	-0.0828429362855384	0.00696724893116439	0.0229111825332287	0.0977943996210328	0.484020382934479	-1.6556417026919	271842	-0.00317546614266533
Mental health problems ever diagnosed by a professional: Autism, Asperger's or autistic spectrum disorder	20544#14	Mental health	Online follow-up > Mental health > Mental distress	CAT-MUL	LOGISTIC-BINARY	73357/107(73464)	0.160244313422419	-0.029473594903161	0.350043264560915	0.0968173044141772	0.0978712201815956	0.484040178978472	1.65526270706612	73464	0.00610699350200769
Spherical power (right)	5084	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	63728	0.00642195882992257	-0.00118672243432333	0.0140306400941685	0.00388205157046876	0.0980713462520381	0.484669322332563	1.65427649636977	63728	0.00655300417877384
Omelette intake	102950	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.01734470475525	-0.0379119256916113	0.00322251618111134	0.010493672893274	0.098338714163451	0.485629593643729	-1.65296142697076	108672	-0.00501420892928258
Number of stillbirths	3829	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	ORDERED-LOGISTIC	45465	0.0290198698215428	-0.0054626817236134	0.063502421366699	0.0175934618274367	0.0990291712314774	0.488413958441616	1.64957852027555	45465	0.00773625811176913
Treatment/medication code: scheriproct ointment	20003#1140881448	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271809/33(271842)	-0.287968795184862	-0.630521097022475	0.0538515279077056	0.174588061395114	0.0990494984172256	0.488413958441616	-1.64947921255855	271842	-0.00316364680849539
Job coding: assembler, machine operator, foreman	22601#81322815	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55280/139(55419)	-0.140649982733084	-0.307997133609423	0.026462816275419	0.0853229836167959	0.099245345774239	0.489016911313096	-1.64852323984125	55419	-0.00700265804948815
Date N32 first reported (other disorders of bladder)	132058	First occurrences	Health-related outcomes > First occurrences > Genitourinary system disorders	DATE	LOGISTIC-BINARY	259012/12867(271879)	0.0150056175298048	-0.00284388957793707	0.0328540207293231	0.00910677711142673	0.0994029605824522	0.489430725178933	1.64775498100108	271879	0.00316012477019986
Bacon intake	103070	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	0.0130049325229041	-0.00247407673888839	0.0284839417846966	0.00789759882522789	0.0996224590986025	0.489956313434617	1.64668670117655	108672	0.00499517521255775
Poultry intake	1359	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-SIN	ORDERED-LOGISTIC	271385	0.00594746934972423	-0.001131753930875	0.0130266926303235	0.00361191498233603	0.0996571288947799	0.489956313434617	1.64651813810434	271385	0.00316062543343527
Cherry intake	104480	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0226388267874154	-0.0496077522119128	0.00433009863708202	0.013759908670376	0.0998350697879849	0.490468373156493	-1.64565373243176	108672	-0.00499204181065494
Intra-ocular pressure, Goldmann-correlated (right)	5255	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure	CONTINUOUS	LINEAR	62613	0.00654336750116316	-0.00125204795900597	0.0143387829613323	0.00397732587009679	0.0999337238591573	0.490590444971801	1.64517501760467	62613	0.00657472207374616
Treatment/medication code: diazepam	20003#1140863152	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271046/796(271842)	0.0583446634477401	-0.0112059341953146	0.127875460127634	0.0354805994957063	0.100059861194871	0.49084715672495	1.64456349003679	271842	0.00315421870852703
Main speciality of consultant (recoded): Learning disability	41245#1440	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270582/16(270598)	0.409861963322437	-0.0794442317982097	0.898418433652776	0.249459345468652	0.100299534067505	0.491458354763109	1.64340322138119	270598	0.00315923025890965
Treatment/medication code: cetraben emollient cream	20003#1141185986	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271777/65(271842)	0.203510815127318	-0.0394079191968556	0.446125809777798	0.123862921156838	0.10033232848105	0.491458354763109	1.64324463391178	271842	0.00315168921097312
Job coding: builder, building contractor	22601#53192549	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55337/82(55419)	0.182025046569761	-0.0354739530545831	0.399322953794289	0.110919616451755	0.100753834426356	0.492919033574944	1.64120998164377	55419	0.00697159403381251
Illnesses of mother: Parkinson's disease	20110#11	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	243704/4136(247840)	-0.025773110870488	-0.0565569055970813	0.00500538582963119	0.015704954762513	0.100778842579863	0.492919033574944	-1.64108947806142	247840	-0.00329644590594301
Types of spread used on bread/crackers: Low fat polyunsaturated margarine on bread/crackers	20087#172	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-MUL	LOGISTIC-BINARY	97443/11229(108672)	-0.0164032506993699	-0.0359996903506185	0.00319129055060967	0.00999788292294186	0.100862285409026	0.492964419936615	-1.64068757511355	108672	-0.00497697749337745
Tea consumed	100390	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	CAT-SIN	LOGISTIC-BINARY	21662/87010(108672)	-0.012514824153794	-0.0274709605474898	0.00244064772679064	0.00763065252989835	0.100986873023576	0.493210686985826	-1.64008799082282	108672	-0.00497515871709816
Soft cheese intake	102830	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.018390031609827	-0.0403861827093064	0.00360611948965235	0.0112227322915024	0.101230259560585	0.494036369529522	-1.63891837868154	108672	-0.00497161082076962
Job coding: scaffolder, rigger	22601#81412565	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55399/20(55419)	-0.367114359538053	-0.808022804764175	0.0710811828322615	0.224265342253913	0.101421937008589	0.494477430286534	-1.63799883403631	55419	-0.00695795426018571
Treatment/medication code: sinemet-ls tablet	20003#1140872420	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271785/57(271842)	-0.217708191966694	-0.478580126256746	0.0426777591408542	0.132976393828972	0.101576256100499	0.494477430286534	-1.6372595158026	271842	-0.00314021006451312
Treatment speciality of consultant (recoded): Cardiothoracic surgery	41246#1170	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	256063/4336(260399)	0.0252714163035931	-0.00498645957938681	0.0555253317534822	0.0154369651203232	0.101593431867433	0.494477430286534	1.63717728475914	260399	0.00320830380936552
Treatment/medication code: cyclo-progynova 1mg tablet	20003#1140868508	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271810/32(271842)	0.288254829684235	-0.0570232991084609	0.633295585493613	0.176104992246598	0.101678807059059	0.494477430286534	1.63676870497864	271842	0.00313926871472525
Illnesses of mother: Lung cancer	20110#3	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	237984/10334(248318)	0.01646133102706	-0.0032517855525867	0.036173519997232	0.0100576607174419	0.101692590221407	0.494477430286534	1.63670276855393	248318	0.0032844686627684
Types of spread used on bread/crackers: Low fat butter on bread/crackers	20087#161	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	CAT-MUL	LOGISTIC-BINARY	104904/3768(108672)	-0.0271549021788476	-0.0596989420417547	0.00538699350832995	0.016603860087092	0.101948371429792	0.495124747079313	-1.6354804417437	108672	-0.00496118219688673
Treatment/medication code: glycerol suppository	20003#1140910750	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271813/29(271842)	0.303056951072143	-0.0603866328723374	0.666138125843299	0.185341354342828	0.101974692154593	0.495124747079313	1.63535479888946	271842	0.00313655691589152
Surgery/amputation of toe or leg	5540-0	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease	CAT-SIN	MULTINOMIAL-LOGISTIC	21615/21884	-999	-999	-999	-999	0.102069034760209	0.495221075949715	-1.6349046632969	21884	-0.0110515298883727
Date E02 first reported (subclinical iodine-deficiency hypothyroidism)	130694	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	271747/132(271879)	-0.142468941314163	-0.313469864965776	0.0283769006994282	0.087207410024278	0.102322286796305	0.495566799526145	-1.63369796066229	271879	-0.00313316596823852
Job coding: ambulance staff (not paramedic), ambulance driver, ambulance technician	22601#61123090	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55402/17(55419)	-0.396457743053435	-0.872814693573339	0.0788102945561036	0.242765937444703	0.102345333072895	0.495566799526145	-1.63358826712162	55419	-0.00693921978828987
Type of cancer: ICD10: C06.0 Cheek mucosa	40006#C060	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271847/32(271879)	0.288268061265765	-0.0580124816906492	0.633774321445065	0.176479468141364	0.102363956032706	0.495566799526145	1.63349964163325	271879	0.00313278562845176
Job coding: chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver	22601#24213281	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54265/1154(55419)	-0.048696100010694	-0.107174292170677	0.00976735228594687	0.0298326003383339	0.102606528240062	0.495778675385844	-1.63234642601871	55419	-0.00693394490106792
Job code - historical: Chartered and certified accountants	22617#2421	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54265/1154(55419)	-0.048696100010694	-0.107174292170677	0.00976735228594687	0.0298326003383339	0.102606528240062	0.495778675385844	-1.63234642601871	55419	-0.00693394490106792
Treatment/medication code: mecysteine	20003#1140909796	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/12(271842)	0.466691813955821	-0.094726907803564	1.02647998891369	0.286027423350937	0.102711341222029	0.495778675385844	1.63184880425089	271842	0.0031298325990033
Hip circumference	49	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	271327	-0.00312732915521904	-0.00688549180912388	0.000630833498685811	0.00191746515933392	0.102896164653059	0.495778675385844	-1.63097229922703	271327	-0.00313111883178027
Length of time at current address	699	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	INTEGER	LINEAR	265688	0.00292066623015401	-0.000589711396352459	0.00643104385666047	0.00179104190393083	0.102951580191768	0.495778675385844	1.63070974107188	265688	0.00316366257427239
