description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Date K55 first reported (vascular disorders of intestine)	131632	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	269499/2380(271879)	0.038305496997422	-0.00211059002285396	0.0787101740463342	0.0206179207135162	0.0631850718808949	0.501665136879168	1.85788693658097	271879	0.00356311869325277
Date H33 first reported (retinal detachments and breaks)	131178	First occurrences	Health-related outcomes > First occurrences > Eye and adnexa disorders	DATE	LOGISTIC-BINARY	267373/4506(271879)	0.0279406081742937	-0.00153886696587942	0.0574140692843972	0.0150392907000562	0.0631900036810282	0.501665136879168	1.85785221591421	271879	0.0035630521056237
Date J39 first reported (other diseases of upper respiratory tract)	131482	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	270724/1155(271879)	0.0547307558217634	-0.0030595265612859	0.11249593995222	0.0294789770181985	0.0633637063907523	0.50244315330397	1.85663074700946	271879	0.00356070956076567
Job code - historical: TV, video and audio engineers	22617#5244	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55286/133(55419)	0.161836293678901	-0.00931040880818172	0.332811227347486	0.087277531335851	0.0636702132689628	0.504271128241177	1.85448213801023	55419	0.00787748660619528
Treatment/medication code: pulvinal salbutamol 200mcg breath-act dry powder inhaler	20003#1141179066	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271821/19(271840)	0.424061868821314	-0.0251312436324957	0.872335073336679	0.22894969602714	0.0638801559961531	0.505330864536911	1.85301536781038	271840	0.00355403086513745
Treatment/medication code: felendil xl 5mg m/r tablet	20003#1141188836	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271772/68(271840)	0.224255282808617	-0.0133186420314702	0.461506086049768	0.121130982973819	0.0640960754457891	0.506190766445845	1.85151098803427	271840	0.00355114554383982
Illness, injury, bereavement, stress in last 2 years: Financial difficulties	6145#6	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-MUL	LOGISTIC-BINARY	238983/31254(270237)	0.0113490030004225	-0.000667353986266891	0.0233648527108416	0.00613077762822977	0.0641463164135494	0.506190766445845	1.85116154340895	270237	0.00356099011037542
Hair colour (natural, before greying)	1747-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	MULTINOMIAL-LOGISTIC	111964/271299	-999	-999	-999	-999	0.0642176623997893	0.506190766445845	-1.85066569362436	271299	-0.00355306160308315
Job code - historical: Transport and distribution clerks	22617#4134	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55155/264(55419)	0.114465713332415	-0.00688279463723737	0.235746086133938	0.0618962600040106	0.0643803663839175	0.506871283143607	1.84953661086781	55419	0.00785648024806586
Date E61 first reported (deficiency of other nutrient elements)	130784	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	270846/1033(271879)	0.0576559778144059	-0.00349270655200469	0.118777207548063	0.031191877775438	0.064528790883961	0.507437897034182	1.84850867298073	271879	0.00354513296729093
Vitamin and/or mineral supplement use: Selenium	20084#484	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday	CAT-MUL	LOGISTIC-BINARY	37444/577(38021)	0.0777403745730919	-0.00476545917805001	0.160202108654722	0.0420843365322055	0.0647012141719688	0.507644540984788	1.84731697488215	38021	0.00947374271101059
Type of cancer: ICD10: C34.1 Upper lobe, bronchus or lung	40006#C341	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	270278/1601(271879)	0.0464203250135438	-0.00284376902364928	0.0956678864743525	0.025130986149503	0.0647080430425088	0.507644540984788	1.84726983133681	271879	0.00354275710437179
Date E63 first reported (other nutritional deficiencies)	130786	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	271831/48(271879)	0.266295318765078	-0.0165712671199905	0.548789934291745	0.144227446491679	0.0648116926185867	0.507857383600425	1.84655478339941	271879	0.00354138577824463
Crisp intake	102460	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	0.0238076264127237	-0.00149343892375484	0.0491086917492022	0.0129089440092012	0.0651159658406528	0.509284072499468	1.84446112807755	38021	0.00945909815592924
Sample rate maximum	90191	Physical activity	Additional exposures > Physical activity measurement > Raw accelerometer statistics	CONTINUOUS	LINEAR	48837	-0.00833397617711141	-0.0171908889727551	0.000522936618532265	0.00451891609514557	0.0651472318143813	0.509284072499468	-1.84424644943976	48837	-0.00834522857993948
Job coding: retail/shop cashier, check-out operator, petrol station attendant, restaurant cashier	22601#71123329	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54859/560(55419)	0.0779589939477249	-0.00507385253417916	0.160954215481277	0.0423548772643437	0.0656637761693795	0.51271821463079	1.84071198839833	55419	0.00781899722506239
Index of Multiple Deprivation (Scotland)	26427	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	21221	0.0121839959854106	-0.000802915553838461	0.0251709075246597	0.00662609703121495	0.065944721935985	0.51359398919976	1.83879922747502	21221	0.0126222639372792
Job coding: other work in this industry: factory hand, mate, assistant, handler, loader	22601#91392792	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55409/10(55419)	0.587575331688554	-0.0372171484232256	1.21883896682791	0.320428366326817	0.0659527912259141	0.51359398919976	1.83874438868872	55419	0.00781063974289978
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.00266841252873765	-0.000176498058684315	0.00551332311615961	0.00145151166545011	0.0660080869048358	0.51359398919976	1.83836874869042	266687	0.00355984084953467
Treatment/medication code: digoxin	20003#2038459814	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271046/794(271840)	0.0652903303077997	-0.00445840874796036	0.135007236384717	0.0355786244626852	0.0664870767049741	0.51633476598419	1.8351256331374	271840	0.00351971928909883
Treatment/medication code: fybogel orange s/f granules	20003#1141180036	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271272/568(271840)	-0.077235985441644	-0.159784394954353	0.00525026123330566	0.0421014512229385	0.0665683632944108	0.51633476598419	-1.83457717431092	271840	-0.00351866737353958
Frequency of walking for pleasure in last 4 weeks	971	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	191831	0.00743650095607036	-0.000511064004038863	0.0153840659161796	0.00405495459243058	0.0666626452053037	0.51633476598419	1.83394172360384	191831	0.00418720855416057
Date M96 first reported (postprocedural musculoskeletal disorders, not elsewhere classified)	131994	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	271013/866(271879)	0.0624265127354202	-0.00430937066420177	0.129128531239508	0.0340409066075323	0.0666715224421351	0.51633476598419	1.83388193004237	271879	0.00351708164929005
Mouth/teeth dental problems	6149#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth	CAT-MUL	LOGISTIC-BINARY	109153/161933(271086)	-0.00722857565689599	-0.0149606990765004	0.00050344486272949	0.00394500716880746	0.0669005026329224	0.516766950671164	-1.83234187068914	271086	-0.00351926421646717
Treatment/medication code: aprovel 75mg tablet	20003#1141153006	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271610/230(271840)	0.120728963198285	-0.0085146815053587	0.24984094218399	0.0659082579392338	0.0669747689881591	0.516766950671164	1.83184330718017	271840	0.00351342395812088
Destinations on discharge from hospital (recoded): Nursing, residential care, group home: Local Authoritory	41248#7002	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	257406/643(258049)	-0.07242563775429	-0.150025607861856	0.00512114223336527	0.0395789798483541	0.0672489734664967	0.516766950671164	-1.83000645597648	258049	-0.00360247019638199
Treatment/medication code: kapake 30/500 effervescent tablet	20003#1141190656	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271828/12(271840)	-0.532347731882917	-1.10431582343238	0.036262086077368	0.290969099051432	0.0672796525226767	0.516766950671164	-1.82980132561515	271840	-0.00350950754315717
HHV-6A seropositivity for Human Herpesvirus-6	23056	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases	CAT-SIN	LOGISTIC-BINARY	1187/4020(5207)	-0.0616744784240293	-0.127798127145672	0.00436641698231657	0.033716064471206	0.0673134252416389	0.516766950671164	-1.82957559899369	5207	-0.0253513090448758
Mean platelet (thrombocyte) volume	30100	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263823	-0.00355803853348893	-0.00736992942917201	0.000253852362194159	0.00194487803130608	0.0673335248201259	0.516766950671164	-1.82944130373732	263823	-0.003561730409259
Treatment/medication code: detrunorm 15mg tablet	20003#1141168718	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271812/28(271840)	-0.348313645338173	-0.722266780802942	0.0241652946639742	0.19041984479171	0.067343412068714	0.516766950671164	-1.82937525422924	271840	-0.00350869036026895
Age at last live birth	2764	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100742	-0.00567038316886042	-0.0117484824499757	0.000407716112254855	0.00310112804574908	0.0674756313157859	0.516766950671164	-1.82849275970421	100742	-0.00576083007393682
Illnesses of adopted father: Lung cancer	20112#3	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	1676/204(1880)	0.136433030543083	-0.00975200929962636	0.282923056343721	0.0746633784987712	0.0675007024868214	0.516766950671164	1.82832558322423	1880	0.042152134504455
Treatment speciality of consultant (recoded): Non-UK Provider	41246#1840	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	260088/45(260133)	0.271574589705225	-0.0200204489112963	0.562460413496065	0.148594787200657	0.067583002511147	0.516766950671164	1.82777715926586	260133	0.00358364021828297
Total protein	30860	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	237262	-0.0037450425135049	-0.00776094442182041	0.000270859394810609	0.00204896719531197	0.0675838049092316	0.516766950671164	-1.82777181501856	237262	-0.00375237864309828
Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time	6139#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-MUL	LOGISTIC-BINARY	161139/110123(271262)	0.00717304269628379	-0.000521311258464605	0.0148675087690659	0.00392579153211884	0.0676749866063436	0.516868683666631	1.82716485327705	271262	0.00350818252952328
Job coding: other assembler, routine operative	22601#81392720	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55367/52(55419)	0.251959261627326	-0.0186793361250219	0.522186867570586	0.137978607760625	0.0677874548813291	0.517132572468254	1.82641712089556	55419	0.00775827899424355
ECG during exercise duration	6022	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	40974	-0.00897791604485965	-0.0186193646275105	0.000663532537791179	0.00491919681111559	0.0679884576787645	0.518070486353571	-1.82508331470147	40974	-0.0090161568811669
3mm regularity index (right)	5160	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	55234	0.00760991492739456	-0.000566742535416675	0.0157865723902058	0.00417184067018969	0.0681341269089237	0.518585092080879	1.82411871403576	55234	0.00776148160568799
Treatment/medication code: emtricitabine	20003#1141189380	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271803/37(271840)	0.300371731153798	-0.0227111194336584	0.623177253637129	0.164770469805944	0.06825911914659	0.518941321621899	1.82329238430123	271840	0.00349702372949525
PM: initial answer	4292-3	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Prospective memory	CAT-SIN	MULTINOMIAL-LOGISTIC	70916/90118	-999	-999	-999	-999	0.068380406163727	0.518942908195249	-1.82249173837998	90118	-0.00607094937959438
Fraction acceleration <= 10 milli-gravities	90101	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution	CONTINUOUS	LINEAR	48837	-0.00809720331386966	-0.0168101577959228	0.000615751168183507	0.0044454666263155	0.0685374609260123	0.518942908195249	-1.82145671340285	48837	-0.00824211190809768
Job coding: other science technician, materials technician, technical assistant, technical officer	22601#31193034	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54583/836(55419)	-0.0636842050225412	-0.132250964854125	0.0048334123156983	0.0349711469830893	0.0685919858495558	0.518942908195249	-1.82109783819854	55419	-0.00773568502838853
Ingredients in canned soup: Other ingredients	20108#6	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	CAT-MUL	LOGISTIC-BINARY	37926/95(38021)	-0.187771092280662	-0.390123619035017	0.0140998692580525	0.103120131666075	0.0686136322445689	0.518942908195249	-1.82095542975667	38021	-0.00933856257570533
Type of cancer: ICD10: C16.1 Fundus of stomach	40006#C161	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271863/16(271879)	0.452389728809237	-0.035390938053922	0.939178469724975	0.248619213277942	0.0686502747318711	0.518942908195249	1.82071444836752	271879	0.00349182891044125
Treatment/medication code: trimipramine	20003#1140867756	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271800/40(271840)	-0.28858099597138	-0.599877796674637	0.02206775827322	0.158662495804434	0.068935414937284	0.520505516426341	-1.81884281057109	271840	-0.00348848967568073
Type of cancer: ICD10: C32.0 Glottis	40006#C320	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271705/174(271879)	0.137640200652753	-0.0108115572612624	0.285964716012451	0.0757096241600986	0.0690407153782872	0.520708213597377	1.8181532348969	271879	0.0034869169867534
Type of cancer: ICD9: 1745 Malignant neoplasm of female breast - lower-outer quadrant	40013#1745	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271849/30(271879)	0.331958358881609	-0.0265241474671656	0.689695423133853	0.182712431516719	0.0691917549616343	0.520788445509062	1.81716563651905	271879	0.00348502295952971
Workplace very noisy	22606#1	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	24129/31162(55291)	0.0156025186788923	-0.00122614424897455	0.0324336600741953	0.00858684256156595	0.0692082882234432	0.520788445509062	1.81705763849598	55291	0.00772745294467035
Date H81 first reported (disorders of vestibular function)	131252	First occurrences	Health-related outcomes > First occurrences > Ear and mastoid process disorders	DATE	LOGISTIC-BINARY	264216/7663(271879)	0.0210697621150562	-0.00171853093496839	0.0438545202564574	0.0116259919954908	0.0699239987803447	0.524790517566123	1.81240268176588	271879	0.00347588851106392
Other meat intake	103100	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	CAT-SIN	ORDERED-LOGISTIC	38019	-0.075644644569483	-0.157494134883337	0.00620484574437138	0.0417607114005525	0.0699546694599421	0.524790517566123	-1.81220407630384	38019	-0.0092939305787907
Time to press last digit (left)	4235	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test	INTEGER	LINEAR	87773	0.0058163452816342	-0.000476522654913278	0.0121092132181817	0.00321070590387621	0.0700557433587101	0.524790517566123	1.81155008600953	87773	0.00611458101981829
Sweet potato intake	104330	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	38020	-0.0732024469381682	-0.152430343071662	0.00602544919532551	0.0404231387711373	0.0700564108126541	0.524790517566123	-1.81154576987847	38020	-0.00929043255398259
Job coding: solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder	22601#24113277	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54765/654(55419)	-0.0713705721230897	-0.148674880667588	0.00586226803841276	0.039423466432284	0.0702288802154285	0.524897610348873	-1.81043161537582	55419	-0.00769037958446271
Job code - historical: Solicitors and lawyers, judges and coroners	22617#2411	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54765/654(55419)	-0.0713705721230897	-0.148674880667588	0.00586226803841276	0.039423466432284	0.0702288802154285	0.524897610348873	-1.81043161537582	55419	-0.00769037958446271
Job coding: routine inspector, tester	22601#81332745	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55406/13(55419)	0.495939042826926	-0.0422865335824738	1.03289221007839	0.274285331807558	0.070416029381711	0.525704372335676	1.80922516639601	55419	0.00768525511450114
Date G36 first reported (other acute disseminated demyelination)	131044	First occurrences	Health-related outcomes > First occurrences > Nervous system disorders	DATE	LOGISTIC-BINARY	271858/21(271879)	0.393746739534129	-0.03340862720528	0.820454811995577	0.217826308528122	0.0705492064004443	0.526106834696347	1.80836824751641	271879	0.00346815122677455
Treatment/medication code: influenza vaccine	20003#1140880680	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/10(271840)	-0.577553023937707	-1.20750032304066	0.0459418433630409	0.31976153038798	0.0707184468357867	0.526636262135665	-1.80728119331517	271840	-0.00346631508421121
Type of cancer: ICD10: C52 Malignant neoplasm of vagina	40006#C52	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271850/29(271879)	0.334248188682927	-0.0290278178432839	0.696411331586586	0.185064408109547	0.0708598161527314	0.526636262135665	1.8063747933158	271879	0.00346432815720837
Fraction acceleration <= 13 milli-gravities	90104	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution	CONTINUOUS	LINEAR	48837	-0.00802863312824377	-0.0167412340264107	0.000683967769923131	0.00444528622305859	0.0709018248624746	0.526636262135665	-1.80610573711968	48837	-0.0081726532288291
Intake of sugar added to coffee	100370	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	0.0257788021915195	-0.00219856434969098	0.05375616873273	0.0142744288986392	0.0709375950503668	0.526636262135665	1.80587674025071	38021	0.00926123989380068
Illnesses of adopted siblings	20114#100	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	379/942(1321)	0.11562961831606	-0.0096915926249974	0.241826869175482	0.0641640519377971	0.0713095853271503	0.528623883873009	1.80350089297505	1321	0.0495974267072613
Illnesses of mother: Chronic bronchitis/emphysema	20110#6	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	233671/14930(248601)	0.0152505432238502	-0.00132761164230659	0.0318271646767062	0.00845800651964359	0.0713646225629375	0.528623883873009	1.80315024147171	248601	0.00361642435793304
Type of special diet followed: Vegetarian	20086#11	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	CAT-MUL	LOGISTIC-BINARY	36790/1231(38021)	0.0523122445308808	-0.00462282263320651	0.109222158123457	0.029042620592689	0.0716523232939377	0.52929863557599	1.80132085060215	38021	0.00923787751209803
3mm asymmetry angle (left)	5111	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	INTEGER	LINEAR	55079	0.00768631602501593	-0.000677347474522798	0.0160499795245547	0.00426725366665421	0.0716654713519002	0.52929863557599	1.80123739050399	55079	0.00767490527484961
Unique hours of wear in a 24 hour cycle (scattered over multiple days)	90084	Physical activity	Additional exposures > Physical activity measurement > Accelerometer wear time duration	INTEGER	ORDERED-LOGISTIC	48837	-0.0407068583683891	-0.0850031378754541	0.00358942113867602	0.0226005578962004	0.0716949635954219	0.52929863557599	-1.8010502278292	48837	-0.00814977850150744
Difficulty concentrating during worst period of anxiety	20419	Mental health	Online follow-up > Mental health > Anxiety	CAT-SIN	LOGISTIC-BINARY	5335/16603(21938)	0.0282482251850463	-0.0025039216636522	0.0590197985923877	0.0156951149973497	0.0718776193750189	0.53005751088	1.79989246692985	21938	0.0121516645897779
Treatment/medication code: priadel 200mg m/r tablet	20003#1140867504	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271655/185(271840)	0.132146500811923	-0.0119563726233569	0.276104669721622	0.0734863101100754	0.0721288182945259	0.531319608236147	1.79830417630813	271840	0.00344909762050081
Fraction acceleration <= 400 milli-gravities	90139	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution	CONTINUOUS	ORDERED-LOGISTIC	48837	-0.0155521550663956	-0.0325228635277382	0.00141855339494695	0.00865868383052207	0.0724615901668508	0.53258623001786	-1.7962070735717	48837	-0.00812786460771036
Treatment/medication code: tramacet 325mg/37.5mg tablet	20003#1141190960	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271741/99(271840)	-0.181135171687637	-0.379008126356037	0.0163565927576022	0.100860200042507	0.0725021714090437	0.53258623001786	-1.79595187344982	271840	-0.00344458602231337
Job coding: ophthalmic optician, optometrist	22601#22143069	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55350/69(55419)	-0.216457828704694	-0.453221188780205	0.0195854091763852	0.120616144400108	0.0726909857224381	0.53258623001786	-1.79476602692473	55419	-0.00762383893873919
Job code - historical: Ophthalmic opticians	22617#2214	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55350/69(55419)	-0.216457828704694	-0.453221188780205	0.0195854091763852	0.120616144400108	0.0726909857224381	0.53258623001786	-1.79476602692473	55419	-0.00762383893873919
Job coding: paramedic, ambulance paramedic	22601#32133436	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55400/19(55419)	-0.415511428155732	-0.871251058061292	0.0369136057150674	0.231678916281076	0.0727019925261686	0.53258623001786	-1.79469697660319	55419	-0.00762354564260677
Vitamin and/or mineral supplement use: Glucosamine/chondroitin	20084#473	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday	CAT-MUL	LOGISTIC-BINARY	32165/5856(38021)	0.0259134296438369	-0.00241633239204901	0.0542437079753729	0.0144543575326764	0.0730007439095177	0.534185156921135	1.7928260428102	38021	0.0091943165083519
Treatment/medication code: marevan 0.5mg tablet	20003#1141164760	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/10(271840)	-0.572639059665745	-1.2007216687934	0.0512834661744433	0.319394933999681	0.0731980922319577	0.534196550861385	-1.79159358026203	271840	-0.00343622703533856
Treatment/medication code: minocycline	20003#1140873480	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271737/103(271840)	0.176266227039989	-0.0167365982495927	0.36898996098918	0.0984014406084333	0.0732322412195583	0.534196550861385	1.79138059195274	271840	0.00343581853446289
Type of cancer: ICD10: C16.8 Overlapping lesion of stomach	40006#C168	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271866/13(271879)	0.49431707197678	-0.0473088738200163	1.03505685811359	0.276118780873314	0.0732437639421215	0.534196550861385	1.79130874270291	271879	0.00343543430585628
Illnesses of siblings: Alzheimer's disease/dementia	20111#10	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	206172/1219(207391)	0.0516146403933986	-0.00491681021511757	0.108131277563882	0.0288393278322226	0.0734936573047378	0.534714382945728	1.78975281748256	207391	0.00393003883677738
Date K85 first reported (acute pancreatitis)	131682	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	268835/3044(271879)	0.0326344410748539	-0.00311194004260554	0.0683716247554403	0.0182359383544542	0.0735174970212788	0.534714382945728	1.78960460910336	271879	0.00343216609759415
Job involved shift work: No	22620#0	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	3356/52063(55419)	-0.031968298340881	-0.0669844760766257	0.00305210306664308	0.0178668025779321	0.073556460995849	0.534714382945728	-1.78936245979864	55419	-0.00760088689862892
Histology of cancer tumour: Mucoepidermoid carcinoma	40011#8430	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271840/39(271879)	-0.287846634307955	-0.603904815532769	0.0272737398823948	0.16101789634754	0.0738083757584852	0.534982702181247	-1.78779941217729	271879	-0.00342870406872829
Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)	130828	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	254180/17699(271879)	0.0140595698473479	-0.00135616840633178	0.0294741904019954	0.00786503197291203	0.0738382438799727	0.534982702181247	1.78761437975542	271879	0.00342834921126704
Spherical power (left)	5085	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	58008	0.00731140379159071	-0.000707017185568564	0.01532982476875	0.0040911062858336	0.07391310574933	0.534982702181247	1.7871508807033	58008	0.00742015204110765
Job code - historical: Elementary personal services occupations n.e.c.	22617#9229	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55350/69(55419)	0.214383407325593	-0.0209280653382181	0.449403929599579	0.119984856519741	0.0739157959771288	0.534982702181247	1.78713423159791	55419	0.00759142233554335
Job coding: property/housing/land manager	22601#12313231	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55228/191(55419)	0.129052087307913	-0.0128598750739779	0.270833433496521	0.0723720718360734	0.074524370550123	0.538799833704974	1.783380590761	55419	0.00757547846553646
Job coding: design and development engineer	22601#21262683	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55396/23(55419)	-0.375877433264131	-0.790362675473151	0.036661172536141	0.210979348225975	0.074660335898076	0.538809608329964	-1.78254539189252	55419	-0.0075719308951325
Date N39 first reported (other disorders of urinary system)	132070	First occurrences	Health-related outcomes > First occurrences > Genitourinary system disorders	DATE	LOGISTIC-BINARY	237395/34484(271879)	0.0104003866245981	-0.0010365362509154	0.0218368408776674	0.00583515240815777	0.0746880879408719	0.538809608329964	1.78237507120788	271879	0.00341830120016503
Treatment/medication code: solpadol caplet	20003#1140871688	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271595/245(271840)	-0.114050687282302	-0.239648172333776	0.0113883449419571	0.0640411046467887	0.0749250847346789	0.539478054487631	-1.78092266905394	271840	-0.00341576076168698
Treatment/medication code: cellcept 250mg capsule	20003#1140925986	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271823/17(271840)	0.430028148525949	-0.043756365435211	0.903268705133321	0.241592467524543	0.0749433126770522	0.539478054487631	1.78081111709198	271840	0.00341554681058405
