27354_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27607_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27608_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27609_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27610_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27611_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27612_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27613_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27614_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27615_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27616_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27617_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27618_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27619_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27620_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27621_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27622_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27623_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27624_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27625_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27626_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27627_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27628_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27629_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27630_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27631_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27632_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27633_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27634_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27635_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27636_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27637_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27638_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27639_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27640_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27641_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27642_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27643_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27644_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27645_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27646_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27647_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27648_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27649_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27650_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27651_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27652_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27653_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27654_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27655_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27656_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27657_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27658_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27659_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27660_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27661_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27662_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27663_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27664_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27665_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27666_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27667_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27668_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27669_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27670_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27671_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27672_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27673_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27674_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27675_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27676_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27677_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27678_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27679_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27680_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27681_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27682_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27683_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27684_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27685_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27686_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27687_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27688_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27689_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27690_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27691_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27692_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27693_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27694_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27695_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27696_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27697_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27698_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27699_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27700_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27701_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27702_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27703_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27704_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27705_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27706_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27707_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27708_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27709_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27710_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27711_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27712_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27713_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27714_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27715_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27716_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27717_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27718_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27719_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27720_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27721_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27722_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27723_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27724_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27725_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27726_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27727_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27728_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27729_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27730_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27731_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27732_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27733_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27734_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27735_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27736_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27737_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27738_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27739_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27740_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27741_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27742_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27743_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27744_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27745_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27746_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27747_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27748_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27749_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27750_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27751_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27752_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27753_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27754_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27755_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27756_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27757_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27758_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27759_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27760_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27761_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27762_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27763_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27764_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27765_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27766_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27767_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27768_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27769_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27770_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27771_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
27772_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
31_0|| Excluded cat-single: YES-SEX || 
54_0|| Excluded cat-single: YES-ASSESSMENT-CENTRE || 
1707_0|| CAT-SINGLE || Inc(>=10): 1(241163) || Inc(>=10): 2(26190) || Inc(>=10): 3(4467) || CAT-SINGLE-UNORDERED || reference: 1=241163 || SUCCESS results-notordered-logistic 
21000_0|| CAT-SINGLE || Inc(>=10): 1001(271879) || SKIP (only one value) || 
21003_0|| Excluded integer: YES-AGE || 
21022_0|| Excluded integer: YES-AGE || 
22000_0|| Excluded cat-single: YES-GENETIC || 
22006_0|| Excluded cat-single: YES-GENETIC || 
22009_0|| Excluded continuous: YES-GENETIC || 
130000_0|| DATE || DATE TO BINARY || sample 271866/13(271879) || SUCCESS results-logistic-binary 
130002_0|| DATE || DATE TO BINARY || sample 271829/50(271879) || SUCCESS results-logistic-binary 
130004_0|| DATE || DATE TO BINARY || sample 271456/423(271879) || SUCCESS results-logistic-binary 
130006_0|| DATE || DATE TO BINARY || sample 271768/111(271879) || SUCCESS results-logistic-binary 
130008_0|| DATE || DATE TO BINARY || sample 266968/4911(271879) || SUCCESS results-logistic-binary 
130010_0|| DATE || DATE TO BINARY || sample 271652/227(271879) || SUCCESS results-logistic-binary 
130012_0|| DATE || DATE TO BINARY || sample 271826/53(271879) || SUCCESS results-logistic-binary 
130014_0|| DATE || DATE TO BINARY || sample 271593/286(271879) || SUCCESS results-logistic-binary 
130016_0|| DATE || DATE TO BINARY || sample 268578/3301(271879) || SUCCESS results-logistic-binary 
130018_0|| DATE || DATE TO BINARY || sample 256357/15522(271879) || SUCCESS results-logistic-binary 
130020_0|| DATE || DATE TO BINARY || sample 270484/1395(271879) || SUCCESS results-logistic-binary 
130022_0|| DATE || DATE TO BINARY || sample 271533/346(271879) || SUCCESS results-logistic-binary 
130024_0|| DATE || DATE TO BINARY || sample 271867/12(271879) || SUCCESS results-logistic-binary 
130026_0|| DATE || DATE TO BINARY || sample 271797/82(271879) || SUCCESS results-logistic-binary 
130028_0|| DATE || DATE TO BINARY || sample 271866/13(271879) || SUCCESS results-logistic-binary 
130030_0|| DATE || DATE-SKIP-10 (271874 vs 5) || 
130034_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130036_0|| DATE || DATE TO BINARY || sample 271862/17(271879) || SUCCESS results-logistic-binary 
130038_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130040_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130042_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130044_0|| DATE || DATE TO BINARY || sample 271860/19(271879) || SUCCESS results-logistic-binary 
130046_0|| DATE || DATE TO BINARY || sample 271836/43(271879) || SUCCESS results-logistic-binary 
130048_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130050_0|| DATE || DATE TO BINARY || sample 271787/92(271879) || SUCCESS results-logistic-binary 
130052_0|| DATE || DATE TO BINARY || sample 271864/15(271879) || SUCCESS results-logistic-binary 
130054_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130058_0|| DATE || DATE TO BINARY || sample 271806/73(271879) || SUCCESS results-logistic-binary 
130060_0|| DATE || DATE TO BINARY || sample 271816/63(271879) || SUCCESS results-logistic-binary 
130062_0|| DATE || DATE TO BINARY || sample 270727/1152(271879) || SUCCESS results-logistic-binary 
130064_0|| DATE || DATE TO BINARY || sample 271262/617(271879) || SUCCESS results-logistic-binary 
130066_0|| DATE || DATE TO BINARY || sample 271805/74(271879) || SUCCESS results-logistic-binary 
130068_0|| DATE || DATE TO BINARY || sample 271300/579(271879) || SUCCESS results-logistic-binary 
130070_0|| DATE || DATE TO BINARY || sample 260590/11289(271879) || SUCCESS results-logistic-binary 
130072_0|| DATE || DATE TO BINARY || sample 271753/126(271879) || SUCCESS results-logistic-binary 
130074_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130076_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130078_0|| DATE || DATE TO BINARY || sample 271686/193(271879) || SUCCESS results-logistic-binary 
130080_0|| DATE || DATE TO BINARY || sample 271754/125(271879) || SUCCESS results-logistic-binary 
130082_0|| DATE || DATE TO BINARY || sample 269856/2023(271879) || SUCCESS results-logistic-binary 
130084_0|| DATE || DATE-SKIP-10 (271874 vs 5) || 
130086_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130088_0|| DATE || DATE TO BINARY || sample 271868/11(271879) || SUCCESS results-logistic-binary 
130090_0|| DATE || DATE TO BINARY || sample 271867/12(271879) || SUCCESS results-logistic-binary 
130092_0|| DATE || DATE TO BINARY || sample 271750/129(271879) || SUCCESS results-logistic-binary 
130094_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130096_0|| DATE || DATE TO BINARY || sample 271849/30(271879) || SUCCESS results-logistic-binary 
130100_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130102_0|| DATE || DATE TO BINARY || sample 271834/45(271879) || SUCCESS results-logistic-binary 
130104_0|| DATE || DATE TO BINARY || sample 271655/224(271879) || SUCCESS results-logistic-binary 
130106_0|| DATE || DATE TO BINARY || sample 270844/1035(271879) || SUCCESS results-logistic-binary 
130108_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130112_0|| DATE || DATE TO BINARY || sample 271865/14(271879) || SUCCESS results-logistic-binary 
130114_0|| DATE || DATE-SKIP-10 (271874 vs 5) || 
130116_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130118_0|| DATE || DATE TO BINARY || sample 271723/156(271879) || SUCCESS results-logistic-binary 
130120_0|| DATE || DATE TO BINARY || sample 271858/21(271879) || SUCCESS results-logistic-binary 
130122_0|| DATE || DATE TO BINARY || sample 271862/17(271879) || SUCCESS results-logistic-binary 
130124_0|| DATE || DATE TO BINARY || sample 271859/20(271879) || SUCCESS results-logistic-binary 
130126_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130128_0|| DATE || DATE TO BINARY || sample 271868/11(271879) || SUCCESS results-logistic-binary 
130130_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130132_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130134_0|| DATE || DATE TO BINARY || sample 271629/250(271879) || SUCCESS results-logistic-binary 
130136_0|| DATE || DATE TO BINARY || sample 271829/50(271879) || SUCCESS results-logistic-binary 
130138_0|| DATE || DATE TO BINARY || sample 271868/11(271879) || SUCCESS results-logistic-binary 
130140_0|| DATE || DATE TO BINARY || sample 271859/20(271879) || SUCCESS results-logistic-binary 
130142_0|| DATE || DATE-SKIP-10 (271875 vs 4) || 
130144_0|| DATE || DATE TO BINARY || sample 271869/10(271879) || SUCCESS results-logistic-binary 
130146_0|| DATE || DATE TO BINARY || sample 271794/85(271879) || SUCCESS results-logistic-binary 
130148_0|| DATE || DATE TO BINARY || sample 271582/297(271879) || SUCCESS results-logistic-binary 
130150_0|| DATE || DATE TO BINARY || sample 271857/22(271879) || SUCCESS results-logistic-binary 
130152_0|| DATE || DATE TO BINARY || sample 271857/22(271879) || SUCCESS results-logistic-binary 
130154_0|| DATE || DATE TO BINARY || sample 271860/19(271879) || SUCCESS results-logistic-binary 
130156_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130158_0|| DATE || DATE-SKIP-10 (271871 vs 8) || 
130160_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130162_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130164_0|| DATE || DATE TO BINARY || sample 271833/46(271879) || SUCCESS results-logistic-binary 
130168_0|| DATE || DATE TO BINARY || sample 271867/12(271879) || SUCCESS results-logistic-binary 
130170_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130174_0|| DATE || DATE TO BINARY || sample 269159/2720(271879) || SUCCESS results-logistic-binary 
130176_0|| DATE || DATE TO BINARY || sample 265722/6157(271879) || SUCCESS results-logistic-binary 
130178_0|| DATE || DATE TO BINARY || sample 261771/10108(271879) || SUCCESS results-logistic-binary 
130180_0|| DATE || DATE-SKIP-10 (271872 vs 7) || 
130184_0|| DATE || DATE TO BINARY || sample 267706/4173(271879) || SUCCESS results-logistic-binary 
130186_0|| DATE || DATE TO BINARY || sample 270287/1592(271879) || SUCCESS results-logistic-binary 
130188_0|| DATE || DATE TO BINARY || sample 261964/9915(271879) || SUCCESS results-logistic-binary 
130190_0|| DATE || DATE TO BINARY || sample 271267/612(271879) || SUCCESS results-logistic-binary 
130192_0|| DATE || DATE TO BINARY || sample 271866/13(271879) || SUCCESS results-logistic-binary 
130194_0|| DATE || DATE TO BINARY || sample 271286/593(271879) || SUCCESS results-logistic-binary 
130196_0|| DATE || DATE TO BINARY || sample 271718/161(271879) || SUCCESS results-logistic-binary 
130198_0|| DATE || DATE TO BINARY || sample 271656/223(271879) || SUCCESS results-logistic-binary 
130200_0|| DATE || DATE TO BINARY || sample 271511/368(271879) || SUCCESS results-logistic-binary 
130202_0|| DATE || DATE TO BINARY || sample 271192/687(271879) || SUCCESS results-logistic-binary 
130204_0|| DATE || DATE TO BINARY || sample 271854/25(271879) || SUCCESS results-logistic-binary 
130206_0|| DATE || DATE-SKIP-10 (271874 vs 5) || 
130208_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130210_0|| DATE || DATE TO BINARY || sample 271862/17(271879) || SUCCESS results-logistic-binary 
130212_0|| DATE || DATE TO BINARY || sample 271667/212(271879) || SUCCESS results-logistic-binary 
130214_0|| DATE || DATE TO BINARY || sample 271701/178(271879) || SUCCESS results-logistic-binary 
