description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Treatment/medication code: latanoprost	20003#1141146188	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271237/605(271842)	0.0760855655171866	-0.00373741647806631	0.155889293539024	0.0407218477676645	0.0617024135773533	0.498873772062153	1.86842817014404	271842	0.00358357862177333
Date A56 first reported (other sexually transmitted chlamydial diseases)	130096	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271849/30(271879)	-0.343400989601004	-0.704300300353789	0.0167337483972809	0.183940637286831	0.0618900401747603	0.499782754558271	-1.86708269815784	271879	-0.00358075441168576
Round of numeric memory test	4260	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Numeric memory	INTEGER	ORDERED-LOGISTIC	28466	-0.019403683269114	-0.0399184134755597	0.00111104693733166	0.0104668914165073	0.0620434913641016	0.50041388787114	-1.86598480547016	28466	-0.0110594511945354
Diabetes diagnosed by doctor	2443	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-SIN	LOGISTIC-BINARY	257015/14231(271246)	0.0161688791461784	-0.000842190099117136	0.0331799647647897	0.00867928062256992	0.0624709587492281	0.503073336007861	1.86293821990854	271246	0.00357697252467846
How are people in household related to participant: Son and/or daughter (include step-children)	6141#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-MUL	LOGISTIC-BINARY	182969/87107(270076)	-0.00859260166077021	-0.0176347995764836	0.000449219121571341	0.00461335484751235	0.0625246126305286	0.503073336007861	-1.86255704455312	270076	-0.0035839785780514
Work hours per week - exact value	22605	Work environment	Online follow-up > Work environment > Employment history	CONTINUOUS	LINEAR	20400	0.0119948342585933	-0.000632808442716248	0.0246224769599029	0.00644279323544454	0.0626379176663161	0.503082314681067	1.86175297518831	20400	0.0130344096872059
Time spent doing moderate physical activity	104910	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Physical activity yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.00997025884513847	-0.0204683764252832	0.000527858735006244	0.00535628086176712	0.0626771225633349	0.503082314681067	-1.86147503766222	108672	-0.00564670967705
Temperature average	90192	Physical activity	Additional exposures > Physical activity measurement > Raw accelerometer statistics	CONTINUOUS	LINEAR	48837	0.00838566851619245	-0.000447017352998522	0.0172183543853834	0.00450655519124946	0.0627759713421878	0.503267919831339	1.86077490098158	48837	0.00842001466431663
Date M16 first reported (coxarthrosis [arthrosis of hip])	131870	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	253323/18556(271879)	0.0142934309569884	-0.000767010782052559	0.0293536923847463	0.00768399404386691	0.0628622023630956	0.503352044464016	1.86016487874844	271879	0.00356748735257378
Date A74 first reported (other diseases caused by chlamydiae)	130124	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271859/20(271879)	-0.413308309567649	-0.84815508762489	0.0228600583157793	0.22220182432206	0.0631439699452326	0.504580409385903	-1.85817638797594	271879	-0.00356367380592352
Actions taken following self-harm: Receive help from friends / family / neighbours	20554#6	Mental health	Online follow-up > Mental health > Self-harm behaviours	CAT-MUL	LOGISTIC-BINARY	72741/942(73683)	0.0611895777214357	-0.00334762507081313	0.125752426816031	0.0329342918811695	0.0631674541993788	0.504580409385903	1.8580109861892	73683	0.00684479346112128
Treatment/medication code: senokot 7.5mg tablet	20003#1140851088	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271708/134(271842)	-0.160851356082954	-0.330802603122913	0.00896061776298693	0.0866758837320249	0.0634826402888603	0.506489348571147	-1.85579600459583	271842	-0.0035593508865717
Treatment/medication code: cyclophosphamide	20003#1140869604	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271818/24(271842)	-0.378867036668243	-0.779564289100183	0.021622997273059	0.204388267512287	0.0637933192805937	0.508357793691638	-1.85362157117356	271842	-0.00355518045316739
Main speciality of consultant (recoded): Plastic surgery	41245#1730	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	245657/25094(270751)	0.0123047886584466	-0.000714650577059154	0.0253242342049473	0.00664269470954514	0.0639703133117815	0.509157727269581	1.85238670315709	270751	0.00355996290190406
Amount of alcohol drunk on a typical drinking day	20403	Mental health	Online follow-up > Mental health > Alcohol use	CAT-SIN	ORDERED-LOGISTIC	67254	0.0138049020022622	-0.000807435107091506	0.0284172391116159	0.00745541103031176	0.0640559774508371	0.509229696337636	1.85179004682972	67254	0.00714049092351305
Years of cough on most days	22503	Work environment	Online follow-up > Work environment > Medical information	INTEGER	LINEAR	8033	0.0205314576761913	-0.00122622146842469	0.0422891368208073	0.011101060691032	0.0643815506446134	0.511206434389607	1.84952840134094	8033	0.0206340139075773
Delivery methods	41221#-1	Maternity and sex-specific factors	Health-related outcomes > Hospital inpatient > Summary Maternity	CAT-MUL	LOGISTIC-BINARY	3582/4187(7769)	0.0436320651534587	-0.00267647241140603	0.0899887081980909	0.0236395110676594	0.0648978646710627	0.514691179718237	1.84596102568367	7769	0.0209411548365273
Sources of admission to hospital (recoded): Usual Place of residence: Living with relatives	41251#1001	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	261428/8867(270295)	-0.021427090396766	-0.0441912012352213	0.00133434418314857	0.0116138729531434	0.0650333054656642	0.51515059371252	-1.84502910110735	270295	-0.00354881276388412
Treatment/medication code: ezetrol 10mg tablet	20003#1141192740	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271315/527(271842)	0.0803962718266451	-0.00516173381185347	0.165927042318592	0.0436458979552614	0.0654731809385453	0.5165306959839	1.84201346076815	271842	0.00353291678773959
Job coding: market research interviewer, telephone interviewer	22601#41373244	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55369/50(55419)	-0.261336507252147	-0.539951719271553	0.0162689839974177	0.141895643913962	0.0654955114558863	0.5165306959839	-1.84186081625187	55419	-0.00782387693039906
Job code - historical: Market research interviewers	22617#4137	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55369/50(55419)	-0.261336507252147	-0.539951719271553	0.0162689839974177	0.141895643913962	0.0654955114558863	0.5165306959839	-1.84186081625187	55419	-0.00782387693039906
Treatment/medication code: felotens xl 5mg m/r tablet	20003#1141188152	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271810/32(271842)	-0.326261625886509	-0.673674360854122	0.020852192469872	0.1771783968487	0.065518413589291	0.5165306959839	-1.84170430890995	271842	-0.00353232385278875
Type of cancer: ICD9: 1541 Malignant neoplasm of rectum	40013#1541	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271827/52(271879)	-0.255498678864555	-0.527598791494826	0.0164780188707548	0.138797655124581	0.0656474593943108	0.516934852055201	-1.84082328489946	271879	-0.00353039385204591
Date I36 first reported (nonrheumatic tricuspid valve disorders)	131326	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	271444/435(271879)	-0.0884595416451972	-0.182695764868157	0.00574056605516281	0.0480713759052925	0.0657422013436713	0.517068248674603	-1.84017736925669	271879	-0.00352915510836722
Fractured bone site(s): Wrist	6151#5	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	264857/5681(270538)	0.024713399500704	-0.00163275800484857	0.0510577243833589	0.0134416965831575	0.0659783871174253	0.517205236404955	1.83857047593169	270538	0.0035348015469594
Date I13 first reported (hypertensive heart and renal disease)	131292	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	271749/130(271879)	0.161477778577853	-0.0107114301544142	0.333579975532275	0.0878310541424271	0.0659794422843461	0.517205236404955	1.83856330773272	271879	0.00352605964446559
Treatment/medication code: teoptic 1% eye drops	20003#1140877988	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271788/54(271842)	-0.25145406231686	-0.51967807501131	0.0165017090972043	0.13678307059156	0.0659997485298909	0.517205236404955	-1.8384253771444	271842	-0.00352603505566672
PM: initial answer	4292-3	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Prospective memory	CAT-SIN	MULTINOMIAL-LOGISTIC	75405/95694	-999	-999	-999	-999	0.0660709066668382	0.517205236404955	-1.83794230986825	95694	-0.00594136719887031
Date A39 first reported (meningococcal infection)	130066	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271805/74(271879)	0.213127775478677	-0.0144537295853304	0.440475048866049	0.116055392354094	0.0662978833976406	0.51837145065967	1.8364043047102	271879	0.00352191908595761
Number of rounds of numeric memory test performed	4283	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Numeric memory	INTEGER	ORDERED-LOGISTIC	28527	-0.0192320526163287	-0.0397227507977608	0.00125864556510344	0.0104546299539482	0.0664508905983869	0.518609101781735	-1.83536996657487	28527	-0.0108663866047005
Job coding: management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster	22601#24233283	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54918/501(55419)	-0.0825671651636356	-0.170750583619246	0.00562195289878563	0.0449938207817174	0.066484344676202	0.518609101781735	-1.8351440763384	55419	-0.00779534722459132
Date J94 first reported (other pleural conditions)	131542	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	271287/592(271879)	0.0755253824523314	-0.00519749851950555	0.156238861606826	0.0411835016866945	0.0666649283933638	0.51940810562989	1.83392634432442	271879	0.00351716682746944
Treatment/medication code: zoledronic acid	20003#1141173814	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271799/43(271842)	0.278960585913569	-0.019631363699608	0.577027287301001	0.152211636465511	0.0668412287604789	0.5201719043819	1.83274011401529	271842	0.00351513105637348
Workplace very noisy	22606#2	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	44692/10518(55210)	0.0199696524344164	-0.00140918502127578	0.0413517689574235	0.0109086070754341	0.0671503864724784	0.52095214146802	1.83066616321561	55210	0.00779103160194335
Cereal type	1468-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-SIN	MULTINOMIAL-LOGISTIC	56849/226103	-999	-999	-999	-999	0.0671537039802024	0.52095214146802	-1.83064395073908	226103	-0.00384989978515054
Date M85 first reported (other disorders of bone density and structure)	131972	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	262412/9467(271879)	0.0193605143688066	-0.0013770278614939	0.0400969722462709	0.0105802964837381	0.0672685588506992	0.52095214146802	1.82987549270417	271879	0.00350939806111688
Goat's cheese intake	102900	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	CAT-SIN	ORDERED-LOGISTIC	108664	-0.0326777141609581	-0.0676838397862091	0.00232841146429295	0.017860596368798	0.0673010110020084	0.52095214146802	-1.82965856117465	108664	-0.0055504029744078
Doctor diagnosed sarcoidosis	22133	Work environment	Online follow-up > Work environment > Medical information	CAT-SIN	LOGISTIC-BINARY	56367/229(56596)	-0.121253426650552	-0.251154376633149	0.00866874816554795	0.0662826273462545	0.0673334170209193	0.52095214146802	-1.82944202390931	56596	-0.00768989862309203
Date P39 first reported (other infections specific to the perinatal period)	132370	First occurrences	Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	DATE	LOGISTIC-BINARY	271868/11(271879)	0.549366302410349	-0.0404791333481801	1.13745492611536	0.300498904254092	0.0675533408425876	0.521038097376291	1.82797475282622	271879	0.00350575280172932
Job coding: assembler, machine operator, foreman	22601#81312794	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55232/187(55419)	0.134137950555821	-0.00966691158118634	0.278089499444574	0.0734085966108424	0.067642099160467	0.521038097376291	1.82738369483426	55419	0.00776238457257632
Medication for pain relief, constipation, heartburn: Ranitidine (e.g. Zantac)	6154#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	263731/5337(269068)	0.0252780129548244	-0.00183799109383427	0.0523927732082859	0.0138346328631254	0.0676755462148798	0.521038097376291	1.82716113025443	269068	0.00352244923025765
Date I83 first reported (varicose veins of lower extremities)	131402	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	257815/14064(271879)	-0.0158658427396953	-0.032893910292923	0.0011609500905084	0.00868762402065849	0.067810332034425	0.521038097376291	-1.82626514969198	271879	-0.00350247410632585
HBc antigen for Hepatitis B Virus	23016	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases > Infectious Disease Antigens	INTEGER	ORDERED-LOGISTIC	5301	0.0463506061261407	-0.00341121888988419	0.0961124311421655	0.0253891527643058	0.067865716937685	0.521038097376291	1.82589740651389	5301	0.0250751093329774
Treatment/medication code: eurax cream	20003#1140878266	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271827/15(271842)	0.46947095746165	-0.0360263707255165	0.972621058056054	0.257312745728404	0.0680038015848742	0.521038097376291	1.82498162952725	271842	0.00350025073879625
Treatment/medication code: innozide tablet	20003#1140860784	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271825/17(271842)	0.442353101660922	-0.0331797793927791	0.916924186582791	0.24237791445911	0.068025390256515	0.521038097376291	1.82483859178566	271842	0.00349997640078689
Treatment/medication code: froben 50mg tablet	20003#1140871238	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271829/13(271842)	-0.507664780617517	-1.05467442345494	0.0366138261273419	0.278394975160315	0.0680804698204494	0.521038097376291	-1.82447382608297	271842	-0.00349927680153322
Date Q13 first reported (congenital malformations of anterior segment of eye)	132454	First occurrences	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	DATE	LOGISTIC-BINARY	271840/39(271879)	-0.291705807507265	-0.605057386161444	0.0217320269389122	0.159898196610854	0.068117717592738	0.521038097376291	-1.82422728935896	271879	-0.00349856587556444
PCT responsible for patient data: DONCASTER PCT	41229#5N5	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271289/590(271879)	-0.0752241876232626	-0.156073441564057	0.00560026508507705	0.0412440503816386	0.0681624868603826	0.521038097376291	-1.82393111577146	271879	-0.00349799787061639
Reported occurrences of cancer	40009	Cancer register	Health-related outcomes > Cancer register	INTEGER	ORDERED-LOGISTIC	72161	-0.0151345446250565	-0.0314022207964907	0.00113313154637773	0.00829998729555827	0.0682242212853432	0.521038097376291	-1.82352297048032	72161	-0.00678822109512947
Date M65 first reported (synovitis and tenosynovitis)	131938	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	260410/11469(271879)	0.0174220046803789	-0.00130799980022326	0.0361515720013018	0.0095561888118867	0.0682853118890686	0.521038097376291	1.82311938050075	271879	0.00349644111581155
Treatment/medication code: lamisil 250mg tablet	20003#1140882472	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271826/16(271842)	-0.457064856514522	-0.949691275865946	0.0345624425912857	0.251089746092505	0.0686779189701986	0.523084224190807	-1.82053271442022	271842	-0.0034917179798648
Treatment/medication code: voltarol 25mg e/c tablet	20003#1140871168	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271541/301(271842)	0.105002772281048	-0.00807339245392913	0.218048750253138	0.0576852800588913	0.0687189601454372	0.523084224190807	1.82026301950418	271842	0.00349120072076739
Time to complete test	4285	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Numeric memory	INTEGER	LINEAR	28538	-0.010700320766196	-0.0222248563886778	0.000824214856285881	0.00587997315939778	0.0687895895189234	0.523084224190807	-1.81979920065453	28538	-0.0107721333949104
Job code - historical: Receptionists	22617#4216	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54533/886(55419)	-0.0620303105430477	-0.128893832785956	0.00479103504979347	0.0341039092784966	0.0689234977293317	0.523503503896158	-1.81892090669001	55419	-0.0077264383804554
Treatment/medication code: salbutamol	20003#1140881856	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	268410/3432(271842)	0.0312710975261101	-0.00244104834204375	0.0649805338341762	0.0171996992567294	0.0690436603844441	0.523817542140429	1.81813396150798	271842	0.00348711731178005
Hospital episode type: Birth episode	41231#3	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271844/35(271879)	-0.308568730389495	-0.641561753957401	0.0243964223609058	0.169890411653301	0.0693573390491009	0.525228659230588	-1.8160849690747	271879	-0.00348295044336557
Job coding: computer installation and maintenance engineer/repairer/installer/technician	22601#52453063	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55245/174(55419)	-0.138044021512956	-0.287036546837146	0.0110249016718655	0.0760374810098763	0.0694270551041671	0.525228659230588	-1.81563060821672	55419	-0.00771246263540071
Type of cancer: ICD10: C32.1 Supraglottis	40006#C321	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271834/45(271879)	0.270986345108892	-0.0217478973541062	0.563481256752242	0.149295894904846	0.069486737642497	0.525228659230588	1.81524193642867	271879	0.00348133366585587
Illnesses of father: High blood pressure	20107#8	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	184001/52478(236479)	0.00907257254958145	-0.000725773943999635	0.0188711328942011	0.00499930279147439	0.0695583854420702	0.525228659230588	1.81477570493212	236479	0.00373186116765023
Sources of admission to hospital (recoded): Other admission source	41251#10000	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	268728/1543(270271)	-0.046924474476676	-0.097624682394533	0.00375840055433253	0.0258635066125098	0.0696248042103743	0.525228659230588	-1.81434385221326	270271	-0.00348994702965965
Histology of cancer tumour: Interstitial cell tumor	40011#8650	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271866/13(271879)	-0.503353343239081	-1.04571041349031	0.042222934142485	0.27753911709967	0.0700126044765432	0.526939920934021	-1.81182911778919	271879	-0.00347478852352714
Cancer code, self-reported: tongue cancer	20001#1011	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	271749/93(271842)	0.187673263708668	-0.0155116675686967	0.390785865290731	0.103649234390083	0.0701958407360896	0.526939920934021	1.8106448768324	271842	0.00347275368304203
Treatment/medication code: ponstan 250mg capsule	20003#1140871546	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271798/44(271842)	0.273606421226069	-0.0227150990656322	0.569639768829512	0.151113712437464	0.0701972642191476	0.526939920934021	1.81063568691274	271842	0.00347273605730942
Job coding: roofer, roof tiler, slater, felt roofer, thatcher	22601#53132526	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55379/40(55419)	0.289241024550844	-0.0230631683034683	0.60339320096302	0.159813234887961	0.0702480845542495	0.526939920934021	1.81030769407066	55419	0.00768985322074337
Job code - historical: Roofers, roof tilers and slaters	22617#5313	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55379/40(55419)	0.289241024550844	-0.0230631683034683	0.60339320096302	0.159813234887961	0.0702480845542495	0.526939920934021	1.81030769407066	55419	0.00768985322074337
Illnesses of mother: Parkinson's disease	20110#11	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	243704/4136(247840)	-0.0283764848573918	-0.0591470724813447	0.00239111288499804	0.0156988051443159	0.0706742264451152	0.52899753226608	-1.80756502076971	247840	-0.00363084005516238
Treatment/medication code: mizollen 10mg m/r tablet	20003#1141157060	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271811/31(271842)	0.324259804712189	-0.0275418274939762	0.675576760829646	0.179370282788289	0.0706866535250753	0.52899753226608	1.80748524316179	271842	0.00346669368882497
Email access	20005	Sociodemographics	Population characteristics > Ongoing characteristics	CAT-SIN	LOGISTIC-BINARY	155658/12504(168162)	0.0167901011522705	-0.00142124704137127	0.0350016698528601	0.00929173116994259	0.0707611805875031	0.52899753226608	1.8070070460773	168162	0.00440650513162347
Treatment/medication code: methotrexate	20003#1140869848	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	270262/1580(271842)	0.0455889325348787	-0.0039067420934366	0.0950761636489109	0.0252512052576252	0.0710080335585722	0.529139352775918	1.80542607720032	271842	0.00346274432767462
Job coding: moulder, floor moulder, coremaker, die caster	22601#52122922	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55402/17(55419)	0.44521983961088	-0.0351618015062961	0.932577083810752	0.246876701039011	0.0710293968847267	0.529139352775918	1.80528946784728	55419	0.00766853797651673
Job code - historical: Moulders, core makers, die casters	22617#5212	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55402/17(55419)	0.44521983961088	-0.0351618015062961	0.932577083810752	0.246876701039011	0.0710293968847267	0.529139352775918	1.80528946784728	55419	0.00766853797651673
Date H05 first reported (disorders of orbit)	131138	First occurrences	Health-related outcomes > First occurrences > Eye and adnexa disorders	DATE	LOGISTIC-BINARY	271173/706(271879)	-0.0679988496759426	-0.14193980828172	0.00592426838559263	0.0377211208557008	0.0714390422183499	0.529139352775918	-1.80267645359997	271879	-0.0034572354380426
Treatment/medication code: rino clenil 50micrograms nasal spray	20003#1141192916	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271271/571(271842)	0.075533223276439	-0.00663705111487285	0.157682799936225	0.0419190996230624	0.0715623441235254	0.529139352775918	1.80189234958104	271842	0.00345596684221978
Treatment/medication code: prednisolone	20003#1140874930	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	270132/1710(271842)	0.0437492606425498	-0.00384493012415514	0.0913367177043531	0.0242814787871841	0.0715825621422075	0.529139352775918	1.80176388440636	271842	0.00345572045342631
Stewed fruit intake	104410	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0172265851115382	-0.0359659234934675	0.00151275327039101	0.00956106261632498	0.0715997127935416	0.529139352775918	-1.80165493257184	108672	-0.00546525330368012
Heel Broadband ultrasound attenuation (BUA), manual entry	3085	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0114157453070196	-0.0238359305924726	0.00100443997843346	0.00633694567013571	0.0716287785492569	0.529139352775918	-1.80147033724348	22901	-0.0119038675102829
Illnesses of adopted siblings: Lung cancer	20114#3	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	1257/41(1298)	-0.297400678025313	-0.624328252853051	0.024295821031099	0.165468365490492	0.0716385978187265	0.529139352775918	-1.80140798936726	1298	-0.0499765814370476
HBe antigen for Hepatitis B Virus	23017	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases > Infectious Disease Antigens	INTEGER	LINEAR	5301	0.0247583172813362	-0.00218098193355886	0.0516976164962313	0.0137447929795592	0.0716496429887294	0.529139352775918	1.80133786595002	5301	0.0247380401618132
Job coding: production, works or maintenance manager	22601#11212692	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55077/342(55419)	-0.0979685773420071	-0.204543727609553	0.00866497082530066	0.0543909735374264	0.0716559460575273	0.529139352775918	-1.80129785308638	55419	-0.00765158332418273
Type of cancer: ICD10: C69.9 Eye, unspecified	40006#C699	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271867/12(271879)	0.518702141029274	-0.0466044736104661	1.08314968158985	0.288207886499873	0.071851102693607	0.529611455366228	1.80006039285263	271879	0.00345221832582666
PCT responsible for patient data: KENSINGTON AND CHELSEA PCT	41229#5LA	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271703/176(271879)	-0.13599375981025	-0.284129223298611	0.0120576989687363	0.0755592767529485	0.0718792556034212	0.529611455366228	-1.79988210661825	271879	-0.00345187640637003
Methods of self-harm used: Stopping prescribed medication	20553#3	Mental health	Online follow-up > Mental health > Self-harm behaviours	CAT-MUL	LOGISTIC-BINARY	73505/173(73678)	0.137761348173664	-0.0122895769392529	0.287998214760986	0.0766054361378247	0.0721085337537938	0.530408217953577	1.79843226392472	73678	0.00662554385730133
Sources of admission to hospital (recoded): Transfer to other NHS provider: GP	41251#5006	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270248/12(270260)	0.51787475008814	-0.0471713938366514	1.08234728990357	0.288147816146042	0.0721470100857709	0.530408217953577	1.79818932853902	270260	0.00345894406229826
Date D60 first reported (acquired pure red cell aplasia [erythroblastopenia])	130640	First occurrences	Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	DATE	LOGISTIC-BINARY	271865/14(271879)	-0.480638658422553	-1.00561831581808	0.0434437245496876	0.267622785072235	0.0724517150846459	0.532059777295643	-1.79626919193822	271879	-0.00344494751544883
Touchscreen duration	630	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	271879	0.00330963627910286	-0.000307354287438643	0.00692662684564436	0.001845437260619	0.0729063036890894	0.534166286396684	1.79341679733784	271879	0.00343947715866847
Age of stopping smoking	22507	Work environment	Online follow-up > Work environment > Medical information	INTEGER	LINEAR	20854	0.0118011970449411	-0.0010990185591139	0.0247014126489961	0.00658186359841827	0.0729728188784228	0.534166286396684	1.79300065787984	20854	0.0124157544476627
Heating type(s) in home: Electric storage heaters	6140#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-MUL	LOGISTIC-BINARY	93002/2871(95873)	0.0340124096181289	-0.0031716592002972	0.0711975694369468	0.0189720906159141	0.0730071065794814	0.534166286396684	1.79278626471456	95873	0.00578998725536448
3mm strong meridian (right)	5132	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	61486	0.00705542412052186	-0.000659363706712815	0.0147702119477565	0.00393618856677364	0.0730600593341236	0.534166286396684	1.79245532504426	61486	0.00722862900989892
