description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Date H43 first reported (disorders of vitreous body)	131190	First occurrences	Health-related outcomes > First occurrences > Eye and adnexa disorders	DATE	LOGISTIC-BINARY	265144/6735(271879)	-0.0241596767704188	-0.0484474363900646	0.000125224939085741	0.0123912127243881	0.0512056764048826	0.490333143755846	-1.94975207346776	271879	-0.00373929836871161
Smoked cigarette or pipe within last hour	3159	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CAT-SIN	LOGISTIC-BINARY	22511/3432(25943)	0.0358734552598777	-0.00019907370335305	0.0719592305258848	0.0184080689233102	0.0513033897025491	0.49056094245838	1.94893330823266	25943	0.0120996227067948
Type of cancer: ICD10: C16.6 Greater curvature of stomach, unspecified	40006#C166	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271863/16(271879)	0.485587356819799	-0.00407720623688384	0.974438172121545	0.249625856923095	0.0517684748451673	0.493934318622987	1.9450540382126	271879	0.0037302884483946
Able to pay rent/mortgage as an adult	20525	Mental health	Online follow-up > Mental health > Traumatic events	CAT-SIN	ORDERED-LOGISTIC	72742	-0.0203763966295951	-0.0409127941781183	0.000160000918928063	0.010477946386011	0.0518050460761903	0.493934318622987	-1.94475023644832	72742	-0.00721050852272162
Treatment/medication code: tri-adcortyl otic ear ointment	20003#1140876104	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271828/12(271840)	-0.564944343606463	-1.1367055152649	0.00389320322706077	0.290974407562807	0.0521090739887381	0.494747663368762	-1.94223156063945	271840	-0.00372514267001915
Treatment/medication code: teoptic 1% eye drops	20003#1140877988	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271787/53(271840)	-0.268113295544316	-0.538892930232814	0.00239350790857496	0.138085812395276	0.0521698233389314	0.494747663368762	-1.9417297653949	271840	-0.00372418025493648
Date Q99 first reported (other chromosome abnormalities, not elsewhere classified)	132604	First occurrences	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	DATE	LOGISTIC-BINARY	271831/48(271879)	-0.280932241545282	-0.564756300805913	0.00262065627600185	0.144741679326077	0.0522541709788255	0.494747663368762	-1.94103385577692	271879	-0.00372257851757729
Treatment/medication code: tenoret 50 tablet	20003#1140860324	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271821/19(271840)	-0.447511940833668	-0.899834945067379	0.00411088045473475	0.230602662256124	0.052304903207802	0.494747663368762	-1.94061574217467	271840	-0.00372204362096114
Job coding: senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor	22601#11133201	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54654/765(55419)	0.0707483989775296	-0.000706350153327157	0.142239942892877	0.0364665611648342	0.0523612840041913	0.494747663368762	1.94015147313494	55419	0.00824136943987046
Job code - historical: Senior officials in local government	22617#1113	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54654/765(55419)	0.0707483989775296	-0.000706350153327157	0.142239942892877	0.0364665611648342	0.0523612840041913	0.494747663368762	1.94015147313494	55419	0.00824136943987046
Date L97 first reported (ulcer of lower limb, not elsewhere classified)	131834	First occurrences	Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders	DATE	LOGISTIC-BINARY	269152/2727(271879)	0.0374392206284179	-0.000394644152107779	0.075270936635192	0.01930279877185	0.0524301707067864	0.494747663368762	1.93958479092846	271879	0.00371979949185775
Treatment speciality of consultant (recoded): General medicine	41246#1490	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	158977/106928(265905)	0.00784539980082443	-8.42489260073557e-05	0.0157752799961533	0.00404587253828606	0.0524867924972285	0.494747663368762	1.93911946942526	265905	0.00376045051083606
Added milk to instant coffee	100260	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	-0.0201856953336342	-0.0406054658382645	0.000234075170996204	0.0104184416987755	0.0526581125369451	0.49565848907116	-1.93771410162438	38021	-0.00993728878106821
Type of cancer: ICD10: C65 Malignant neoplasm of renal pelvis	40006#C65	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271786/93(271879)	-0.201411739575252	-0.405358810909374	0.00239801544106196	0.104021509978441	0.0528313405932368	0.496266376291777	-1.9362969626534	271879	-0.00371349407370439
Main speciality of consultant (recoded): Non-UK Provider	41245#1530	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	270582/20(270602)	0.43067685546412	-0.00603816984037256	0.865810839939526	0.222414548598069	0.052872261609145	0.496266376291777	1.93596276435269	270602	0.00372160345530974
Illnesses of mother: Heart disease	20110#1	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	199911/50213(250124)	0.00973035816876659	-0.000131247075813801	0.0195921880926905	0.00503158101987594	0.053129632802447	0.496948637471906	1.9338657773299	250124	0.00386675926554157
Job coding: filing clerk, records assistant/clerk	22601#41313272	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55077/342(55419)	0.104908360001433	-0.00142802107050572	0.211236550347746	0.0542521630743531	0.0531389671120613	0.496948637471906	1.93378988366545	55419	0.00821434852612764
HBe antigen for Hepatitis B Virus	23017	Blood and urine assays	Biological samples > Assay results > Blood assays > Infectious Diseases > Infectious Disease Antigens	INTEGER	LINEAR	5207	0.0267716243491754	-0.000399702177560711	0.0539429508759115	0.0138631764364346	0.0534654347311751	0.496948637471906	1.93114248157308	5207	0.0267576780139974
Job coding: ship, merchant navy or hovercraft captain/officer/navigator, master mariner, skipper	22601#35132647	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55321/98(55419)	0.19577155052444	-0.00270214122678943	0.394958944652712	0.101446018655496	0.0535884686751639	0.496948637471906	1.93014827270728	55419	0.00819888073971985
Treatment/medication code: diclofenac sodium+misoprostol	20003#1140878036	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271641/199(271840)	0.136775639656344	-0.0021500824965239	0.275642850247761	0.0708668462623498	0.0536010548857297	0.496948637471906	1.93004667395089	271840	0.00370177273911148
Completion status of test	6020-1	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG during exercise	CAT-SIN	MULTINOMIAL-LOGISTIC	37198/40277	-999	-999	-999	-999	0.0536432668250947	0.496948637471906	-1.92970607494341	40277	-0.00961508910604378
Neutrophill percentage	30200	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263364	0.00375594940496666	-5.93524969467792e-05	0.0075712513068801	0.00194661837258646	0.0536720263186443	0.496948637471906	1.92947414896324	263364	0.0037597532109818
Above moderate/vigorous recommendation	22035	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	CAT-SIN	LOGISTIC-BINARY	94163/114375(208538)	0.00849758542244734	-0.000134435471836573	0.0171299314441857	0.00440425616291968	0.0536774481180863	0.496948637471906	1.92943043742112	208538	0.00422507798609291
Treatment/medication code: cytamen 1mg/1ml injection	20003#1140870520	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271821/19(271840)	-0.443254837022835	-0.893930119368198	0.00689139506880768	0.229805629476503	0.053762819654062	0.496948637471906	-1.9287426419725	271840	-0.00369927167837935
Treatment/medication code: ezetrol 10mg tablet	20003#1141192740	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271317/523(271840)	0.0844874139963196	-0.00139391437914633	0.170341452664979	0.0438108476479037	0.0537979157051027	0.496948637471906	1.92846015522468	271840	0.00369872988451542
Job coding: occupational therapist	22601#32223079	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55248/171(55419)	-0.148297177920504	-0.29917015324966	0.00234780460225846	0.0769192598002447	0.0538435910702683	0.496948637471906	-1.92809274629787	55419	-0.00819014986393799
Job code - historical: Occupational therapists	22617#3222	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55248/171(55419)	-0.148297177920504	-0.29917015324966	0.00234780460225846	0.0769192598002447	0.0538435910702683	0.496948637471906	-1.92809274629787	55419	-0.00819014986393799
Job coding: other animal care work including dog beautician, dog walker, dog warden; kennel or cattery assistant; groom, huntsman, stable worker; zoo keeper	22601#61392517	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55341/78(55419)	0.218704197991417	-0.00389004338982551	0.4412592499235	0.113560579894479	0.0540785108498806	0.497421590748203	1.92620717048514	55419	0.00818214085393022
Felt irritable or had angry outbursts in past month	20494	Mental health	Online follow-up > Mental health > Traumatic events	CAT-SIN	ORDERED-LOGISTIC	33693	0.0211044096367349	-0.000373649384321707	0.0425824686577916	0.0109583947411651	0.054102148117172	0.497421590748203	1.92601782551028	33693	0.0104925112551148
Administrative and legal statuses: Not known: a validation error	41232#99	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271277/602(271879)	0.0785535299321821	-0.00140306998543454	0.158485959772963	0.0407887672986805	0.0541197089391505	0.497421590748203	1.92587720024514	271879	0.00369351098360503
ECG/bike method for fitness test	6019-1	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG during exercise	CAT-SIN	MULTINOMIAL-LOGISTIC	35279/40811	-999	-999	-999	-999	0.0542260199630431	0.497709361652495	-1.92502668456525	40811	-0.00952881861690137
Treatment/medication code: utovlan 5mg tablet	20003#1140868586	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271827/13(271840)	-0.540732351354873	-1.09645073825202	0.00788339049809366	0.281723066714736	0.0546993741838394	0.500712980322622	-1.92125653268082	271840	-0.0036849137362077
Histology of cancer tumour: Follicular lymphoma, grade 3	40011#9698	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271809/70(271879)	0.229505094591007	-0.00472287324156712	0.463547521538933	0.119458928448216	0.0547041758188519	0.500712980322622	1.92121842847869	271879	0.00368457635849133
Treatment/medication code: depakote 250mg e/c tablet	20003#1141172838	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271763/77(271840)	0.218553320141971	-0.00486714494523346	0.441885014065857	0.113969481718801	0.055159237588004	0.504182783242417	1.91761980048501	271840	0.00367793868485753
Number of cigarettes previously smoked daily (current cigar/pipe smokers)	6183	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	ORDERED-LOGISTIC	1039	-0.115884697431037	-0.234575159463759	0.00280576460168469	0.0605574709376994	0.0552750446383959	0.504297612739731	-1.91670795060589	1039	-0.0594153473310772
Date Q63 first reported (other congenital malformations of kidney)	132536	First occurrences	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	DATE	LOGISTIC-BINARY	271449/430(271879)	-0.0925395721368657	-0.187202222531842	0.0020991293564815	0.048292048573726	0.0553308610146008	0.504297612739731	-1.91626902817481	271879	-0.00367508436296699
Treatment/medication code: diltiazem	20003#1140879806	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271254/586(271840)	0.0792918063485115	-0.00186099738983468	0.160420853680775	0.0413991921154338	0.0554536507356815	0.504297612739731	1.91530474571968	271840	0.00367349853749049
Date L58 first reported (radiodermatitis)	131770	First occurrences	Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders	DATE	LOGISTIC-BINARY	271860/19(271879)	-0.439721708417855	-0.88998825576013	0.0101336054642819	0.22962714323438	0.0555194287198959	0.504297612739731	-1.91478891497359	271879	-0.00367224579102402
Treatment speciality of consultant (recoded): Vascular surgery	41246#2620	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	253890/6587(260477)	0.0239525306803207	-0.000586207429396275	0.0484905469432872	0.0125198102515645	0.0557251479526523	0.504297612739731	1.91317894533659	260477	0.0037486036011034
Date B20 first reported (human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases)	130204	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	271854/25(271879)	-0.383167356896574	-0.775312505974626	0.00961871606386932	0.200241236122177	0.0557648591529454	0.504297612739731	-1.91286873371389	271879	-0.00366856325320159
Treatment/medication code: vitamin d product	20003#1140870954	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271096/744(271840)	0.0702411123554261	-0.00175835569135656	0.142220005542002	0.0367298487036092	0.0558264764677799	0.504297612739731	1.91238776238999	271840	0.00366790392402343
Treatment/medication code: canesten 1% cream	20003#1140878530	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271756/84(271840)	0.208597419493706	-0.00522603383980669	0.422364765478244	0.109081289934619	0.0558400544790283	0.504297612739731	1.91228183485727	271840	0.00366770076083975
Treatment/medication code: methyldopa	20003#1140860470	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271802/38(271840)	0.309839000325193	-0.00804820447864879	0.627216693231996	0.162060349761917	0.0558914356564951	0.504297612739731	1.91188118370981	271840	0.00366693233396332
Age asthma diagnosed	3786	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	INTEGER	LINEAR	27917	0.0106449454084536	-0.000269526092190914	0.0215594169090982	0.00556871023484948	0.0559317424617905	0.504297612739731	1.91156710103068	27917	0.0114404289573319
Intra-ocular pressure, corneal-compensated (left)	5262	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure	CONTINUOUS	LINEAR	57021	0.00788996993965641	-0.00020509775010545	0.0159850376294183	0.00413021247003248	0.0560936098901967	0.505070821209424	1.91030767711337	57021	0.0079998091389254
FI6 : conditional arithmetic	20175-2	Cognitive function	Online follow-up > Cognitive function online > Fluid intelligence / reasoning	CAT-SIN	MULTINOMIAL-LOGISTIC	38003/50811	-999	-999	-999	-999	0.0565480808839489	0.505231774076454	-1.90678772998462	50811	-0.00845895055981453
Date B36 first reported (other superficial mycoses)	130228	First occurrences	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases	DATE	LOGISTIC-BINARY	268872/3007(271879)	0.0349760426013691	-0.000985012717977097	0.0709351613391471	0.0183473203141541	0.0566020552198348	0.505231774076454	1.90637125654553	271879	0.00365610234232358
Treatment/medication code: oramorph 10mg/5ml oral unit dose vial	20003#1140871778	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271826/14(271840)	0.509670803045496	-0.0141554186533717	1.03409587070876	0.26741595703559	0.0566602707591922	0.505231774076454	1.90592242773765	271840	0.00365550376680425
Treatment/medication code: levothyroxine sodium	20003#1141191044	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	260391/11449(271840)	0.0184006635891301	-0.000523713226663788	0.0373242661682107	0.00965527420233599	0.0566797185161158	0.505231774076454	1.90577257539336	271840	0.00365521635820774
Job coding: speech and language therapist	22601#32233080	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55318/101(55419)	-0.191264072118605	-0.388299398679573	0.00528337024144637	0.100405612558585	0.0567617157689242	0.505231774076454	-1.90514122560217	55419	-0.00809266284755052
Job code - historical: Speech and language therapists	22617#3223	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55318/101(55419)	-0.191264072118605	-0.388299398679573	0.00528337024144637	0.100405612558585	0.0567617157689242	0.505231774076454	-1.90514122560217	55419	-0.00809266284755052
Number in household	709	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	INTEGER	ORDERED-LOGISTIC	270278	-0.00709048835621758	-0.0143863080328633	0.000205331320428127	0.00372242537832032	0.0567881160849823	0.505231774076454	-1.90493811403868	270278	-0.0036641581857506
Treatment/medication code: zocor 10mg tablet	20003#1140881748	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271816/24(271840)	0.389209537565764	-0.011514866413785	0.789304577091279	0.204294428321598	0.0568110108764096	0.505231774076454	1.90476203593114	271840	0.00365327819879186
Date O31 first reported (complications specific to multiple gestation)	132214	First occurrences	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	DATE	LOGISTIC-BINARY	271856/23(271879)	-0.399640551431253	-0.811347875529448	0.0115508512022942	0.209927002032349	0.0569373710817516	0.505231774076454	-1.90379129205809	271879	-0.00365115446643501
Treatment/medication code: innovace 2.5mg tablet	20003#1140860776	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271830/10(271840)	0.602806482358671	-0.0187647371092647	1.22232368582708	0.31661000730776	0.0569394408898146	0.505231774076454	1.90377540598606	271840	0.00365138589648236
Age started smoking in former smokers	2867	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	67260	-0.0071990094514038	-0.0146119502775796	0.000213931374771971	0.00378218216490105	0.056988034322003	0.505231774076454	-1.90340258243714	67260	-0.00733917060171765
Treatment/medication code: methylcellulose	20003#1140865772	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271815/25(271840)	0.38108158019688	-0.011619906725111	0.773520223226208	0.200294529936367	0.0570833719819219	0.505231774076454	1.90267189077996	271840	0.00364926941458421
Substances taken for depression: Drugs or alcohol (more than once)	20546#4	Mental health	Online follow-up > Mental health > Depression	CAT-MUL	LOGISTIC-BINARY	68247/5292(73539)	0.0273763943322341	-0.000824282988770433	0.0555843373267304	0.014390218585761	0.0571044707584352	0.505231774076454	1.90251032168847	73539	0.00701557673936373
Histology of cancer tumour: Bronchiolo-alveolar adenocarcinoma	40011#8250	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271860/19(271879)	0.436398002886064	-0.0138782554807204	0.88585025784791	0.22952679753954	0.0572591642466302	0.505231774076454	1.90132723234874	271879	0.00364642887337775
Date K27 first reported (peptic ulcer, site unspecified)	131594	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	270786/1093(271879)	0.0576364037826411	-0.00179482572865021	0.117062071895464	0.0303211943080695	0.0572973915047023	0.505231774076454	1.90103528156112	271879	0.0036458689678488
Date I25 first reported (chronic ischaemic heart disease)	131306	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	239118/32761(271879)	0.0116367270303223	-0.00036247153037335	0.023636185203172	0.00612221880678515	0.0573296452500859	0.505231774076454	1.90078907790201	271879	0.00364539679652196
Job coding: accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster	22601#41223241	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	54201/1218(55419)	0.0552378701843385	-0.00175197085339327	0.112225689583896	0.0290764680719469	0.05745789924329	0.505690476629274	1.89981121039525	55419	0.00807002347446514
Job coding: natural environment and conservation manager, country park manager, national park manager	22601#12122493	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55396/23(55419)	0.397619713918869	-0.012885170985642	0.808605298354429	0.209567746096327	0.0577373287147482	0.506364804554766	1.89768698000052	55419	0.00806100074920033
Job code - historical: Natural environment and conservation managers	22617#1212	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55396/23(55419)	0.397619713918869	-0.012885170985642	0.808605298354429	0.209567746096327	0.0577373287147482	0.506364804554766	1.89768698000052	55419	0.00806100074920033
Date J40 first reported (bronchitis, not specified as acute or chronic)	131484	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	266550/5329(271879)	0.0262759138701218	-0.000865795724947919	0.0534164968761411	0.0138477780788986	0.057763435359849	0.506364804554766	1.89748895341785	271879	0.00363906779142115
Miserableness	1930	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	151681/115605(267286)	0.00752756233575139	-0.000255892789199917	0.0153112294407798	0.00397127762366329	0.0580250730208222	0.507987314731103	1.8955084523298	267286	0.003666370292967
Treatment/medication code: solpadeine max tablet	20003#1141167748	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271826/14(271840)	-0.510453511954805	-1.03933391182866	0.0172187936180669	0.269533704134535	0.0582404033743319	0.509200680885463	-1.89388404001429	271840	-0.00363241479500568
6mm strong meridian (left)	5134	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	48709	0.00833547652496367	-0.000297989277386713	0.0169689423273141	0.00440491043225798	0.0584487335692088	0.510349731533249	1.89231717774752	48709	0.00857397627630438
6mm strong meridian (right)	5133	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	CONTINUOUS	LINEAR	49240	0.00830633169316315	-0.000302869042527651	0.016915532428854	0.00439253006871509	0.0586222614860384	0.511192282813864	1.89101560251559	49240	0.00852175688740047
Sex of baby: Male	41226#1	Maternity and sex-specific factors	Health-related outcomes > Hospital inpatient > Summary Maternity	CAT-MUL	LOGISTIC-BINARY	2149/2837(4986)	0.0545516007251248	-0.00198826064704638	0.111176709857897	0.0288691454020518	0.0587598364578388	0.51171952064858	1.88998597037879	4986	0.0267617179504186
Treatment/medication code: clonidine	20003#1140883468	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271474/366(271840)	0.0988161402239899	-0.00378009972192676	0.201354454709653	0.0523312050756175	0.0589870251211296	0.513024768943402	1.88829002938525	271840	0.00362168578540327
Methods of admission to hospital (recoded): Deferred admission: Hospital delay	41249#6002	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	271311/33(271344)	0.327245996797851	-0.0134786011967826	0.667299075121263	0.173670965815682	0.0595432225060939	0.517166350323168	1.88416084173174	271344	0.00361706756959294
Feelings of tiredness during worst episode of depression	20449	Mental health	Online follow-up > Mental health > Depression	CAT-SIN	LOGISTIC-BINARY	6713/30877(37590)	0.0257008486447411	-0.00104024782135776	0.0524469462463441	0.013644943093241	0.0596190864974719	0.517166350323168	1.88360011353172	37590	0.0097150178566646
Taking other prescription medications	2492	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-SIN	LOGISTIC-BINARY	139088/132036(271124)	0.00739946181965636	-0.000308978485320387	0.0151081529823476	0.00393301397099037	0.0599204206851662	0.518382028530473	1.88137871125752	271124	0.00361319175706074
PCT responsible for patient data: GATESHEAD PCT	41229#5KF	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	269133/2746(271879)	-0.0362596114541969	-0.074045052681861	0.00151746562203903	0.0192765068388826	0.0599649763580203	0.518382028530473	-1.88105103846503	271879	-0.00360754302030121
Histology of cancer tumour: Superficial spreading melanoma	40011#8743	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	269642/2237(271879)	-0.0399509936315771	-0.0815888633887225	0.00168145983692151	0.0212428197360946	0.0599935801554255	0.518382028530473	-1.88084078587961	271879	-0.00360713979606017
Cancer code, self-reported: non-melanoma skin cancer	20001#1060	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	CAT-MUL	LOGISTIC-BINARY	271449/391(271840)	0.0951143682420938	-0.00412666833767256	0.194327892811687	0.0506270938432399	0.0602820075416463	0.51924029669905	1.87872532831402	271840	0.00360334120355683
Date I66 first reported (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)	131372	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	271725/154(271879)	0.15136559899013	-0.00660881971619898	0.309249961513187	0.0805777003355265	0.0603133186245798	0.51924029669905	1.87849618384912	271879	0.00360264329772953
Treatment/medication code: colestyramine	20003#1140909780	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271781/59(271840)	0.244198437067788	-0.0107668623976854	0.498818208135393	0.129998580216938	0.060327647491707	0.51924029669905	1.87839135353046	271840	0.0036027006578319
Type of cancer: ICD10: C18.6 Descending colon	40006#C186	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271697/182(271879)	-0.139242646215527	-0.284697558434276	0.00615791329358718	0.074199187847862	0.0605472845394306	0.520207962519287	-1.87678706107859	271879	-0.00359936552695757
Type of cancer: ICD10: C12 Malignant neoplasm of pyriform sinus	40006#C12	Cancer register	Health-related outcomes > Cancer register	CAT-MUL	LOGISTIC-BINARY	271850/29(271879)	0.347673212121207	-0.0157107368920315	0.710761696109903	0.185328005701191	0.0606578294403723	0.520207962519287	1.87598143316706	271879	0.00359782048658025
Job coding: holiday camp worker/entertainer/redcoat	22601#92263393	Work environment	Online follow-up > Work environment > Employment history	CAT-MUL	LOGISTIC-BINARY	55391/28(55419)	0.356638832419625	-0.0153064335296955	0.730302706349843	0.190209908386279	0.0607194523142726	0.520207962519287	1.87553286668369	55419	0.00796690044500365
Treatment/medication code: cozaar 25mg tablet	20003#1141179974	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271520/320(271840)	0.104924958816598	-0.00476413671605066	0.214565352372079	0.0559524284165864	0.060757040180599	0.520207962519287	1.87525944150728	271840	0.00359669381830965
Current eye infection	5183	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Eye surgery/complications	CAT-SIN	LOGISTIC-BINARY	59386/665(60051)	0.0731379481508424	-0.00335455513052455	0.149623594259515	0.0390257552171141	0.0609091703176475	0.520207962519287	1.87415423176752	60051	0.00764785661280432
Muesli intake	100800	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Cereal yesterday	CAT-SIN	ORDERED-LOGISTIC	38021	-0.0265985481850096	-0.0544251853330491	0.00122808896302983	0.0141975247338892	0.0609811428715618	0.520207962519287	-1.87363215532163	38021	-0.00960868457346071
Main speciality of consultant (recoded): Allied health professional episode	41245#1030	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	269449/1153(270602)	0.0552958654349509	-0.00255773815052505	0.113138113325111	0.0295147901666128	0.0609888177878248	0.520207962519287	1.87357651293079	270602	0.00360167665135891
Treatment/medication code: diazepam product	20003#1141157496	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271828/12(271840)	-0.540746805936629	-1.10732873987637	0.0253804740661432	0.288961741868009	0.0612257593515458	0.521558586722539	-1.87186155662573	271840	-0.00359017685664963
